	Log2(FC)	Log10(Adj. P-value)
Slc10a5	0.108116	0.046149
Whrn	0.104971	0.046149
Runx1t1	0.096214	0.046149
Hsdl1	0.087215	0.046149
Ppp2cb	0.075193	0.046149
Etnk1	0.068311	0.046149
Itfg1	0.060036	0.046149
Sh3bgrl2	0.047944	0.046149
Smg1	-0.053503	0.046149
Adar	-0.067968	0.046149
Gpatch2	-0.095755	0.046149
Mboat2	-0.099348	0.046149
Fzd3	-0.118581	0.046149
Gm3604	-0.195167	0.046149
Clec4a3	-0.198667	0.046149
Vps37d	-0.234482	0.046149
Faxc	-0.241932	0.046149
Stox1	-0.390519	0.046149
4933430I17Rik	-0.481368	0.046149
AI847159	-0.482541	0.046149
RP23-250O14.1	0.365283	0.046125
Mplkip	0.081607	0.046125
Ppip5k1	0.061636	0.046125
Csrp2	0.053766	0.046125
Gm6564	0.413956	0.046101
Slc17a2	0.219849	0.046101
Neurod1	0.10293	0.046101
D17Wsu92e	0.059917	0.046101
Atxn7l1	-0.069553	0.046101
Tnrc18	-0.101954	0.046101
Ugt1a7c	-0.115086	0.046101
Irgc1	-0.50284	0.046101
Mterf1b	0.471269	0.04605
Tal1	0.149077	0.04605
Gjb2	0.140129	0.04605
1700049G17Rik	0.099414	0.04605
Bbip1	0.082382	0.04605
Cstf2	0.069774	0.04605
Eif2s2	-0.056049	0.04605
Zfp622	-0.071339	0.04605
Prdx4	-0.100348	0.04605
Cyb5rl	-0.142099	0.04605
Rassf6	-0.161352	0.04605
RP23-375F6.4	-0.274328	0.04605
Ngf	-0.358294	0.04605
1700037H04Rik	-0.085319	0.045858
4930522L14Rik	-0.26333	0.045858
Zfp661	0.109673	0.04585
Ung	0.087662	0.04585
Prtg	-0.274154	0.04585
Snord85	-0.493045	0.045846
Dcun1d2	-0.103063	0.045801
Fam65a	0.082798	0.04575
Tmem201	-0.101286	0.04575
Gm26810	-0.4592	0.04575
RP23-46B12.6	-0.256687	0.045715
Apoc4	-0.463992	0.045697
Gm24620	0.631941	0.04567
Tmem9b	0.066484	0.04567
Peg12	0.358791	0.045612
Gm25313	-0.330314	0.045574
Wnt10a	-0.468431	0.045543
Rmnd5b	0.082653	0.045537
4930426I24Rik	-0.517963	0.045493
Nxf1	-0.062177	0.04548
Psmb2	-0.126645	0.045446
Pdgfra	0.093619	0.045391
Agap2	0.28115	0.045327
Palld	0.059789	0.045327
Mroh7	-0.477183	0.045327
RP23-347F2.1	-0.460344	0.045283
RP23-274C16.4	0.248675	0.045278
Gm7776	0.220139	0.045278
Fblim1	-0.048201	0.045278
Magt1	-0.051928	0.045278
Galnt12	-0.052264	0.045278
Ifih1	-0.056961	0.045278
Rasal1	-0.501467	0.045278
Mmp19	0.122517	0.045273
Gm4076	0.18347	0.045232
Bcas2	0.078094	0.045232
Rbms1	0.074092	0.045232
Rars2	-0.061362	0.045232
Smchd1	-0.076253	0.045232
Hsd17b2	-0.086043	0.045232
Ccndbp1	-0.083872	0.045215
Rpl26	-0.125178	0.045215
Tlr1	-0.148706	0.045215
Zdhhc23	0.173101	0.045211
Kif3b	-0.062032	0.045211
Cd209g	0.31905	0.045187
Map3k1	0.068492	0.045187
Hprt	0.061602	0.045187
Tax1bp1	-0.037131	0.045164
D030028A08Rik	-0.143553	0.045164
RP23-180C14.1	-0.471037	0.045164
Trmt1l	-0.062501	0.04513
Olfr287	-0.609627	0.045098
Gjb3	-0.096983	0.045034
Usp18	-0.225525	0.045034
Slc2a6	0.339344	0.04501
Nipsnap1	0.051589	0.045003
Rdh16	0.153469	0.044984
Ralgps2	-0.063658	0.044984
Ntsr2	0.489391	0.044968
Gm15441	0.3989	0.044968
Cdk20	0.188417	0.044968
Insm1	0.166722	0.044968
Srgn	0.140967	0.044968
AL591003.1	0.132195	0.044968
Ckap4	0.075119	0.044968
Cnot2	-0.065721	0.044968
Jakmip1	-0.069154	0.044968
Marveld2	-0.079647	0.044968
Dnal4	-0.08074	0.044968
Ube2m	-0.083443	0.044968
Bicd1	-0.086915	0.044968
Fam160a1	-0.118984	0.044968
9330020H09Rik	-0.187285	0.044968
Fmod	-0.287159	0.044968
Akap14	-0.458595	0.044968
Meig1	-0.468372	0.044949
Ager	-0.241271	0.044849
Gm5549	-0.469265	0.044849
Nxnl2	0.347524	0.044823
Sbspon	0.197843	0.044823
Ctsk	0.158015	0.044823
Dcps	-0.088045	0.044823
Taf6	-0.095568	0.044823
Bckdha	-0.110503	0.044823
Nrn1l	-0.452077	0.044823
Slx1b	-0.061996	0.04475
Mfsd2b	-0.379516	0.04475
Atp4a	-0.441305	0.044694
Atp1a1	0.062111	0.04467
Gm13479	-0.462559	0.04467
Rab40c	0.074484	0.044587
Fam83f	0.097022	0.044555
Btbd3	0.075566	0.044523
Sorcs1	-0.251078	0.044522
Arid5b	0.064953	0.044438
RP23-330G24.3	-0.15489	0.044438
Siglech	0.279353	0.044425
Smim6	-0.065947	0.044425
Slc15a1	-0.179009	0.044425
Fam64a	-0.268896	0.044425
Cers2	0.114876	0.044425
Rab11fip2	-0.073886	0.044425
Nuak1	-0.131316	0.044425
Pik3cd	-0.096793	0.044363
Tma16	0.114638	0.044342
Iqsec2	0.084916	0.044342
Dcaf15	-0.090614	0.044342
Gm15956	-0.375988	0.044342
Zfp655	0.079577	0.044306
Aldh1a7	-0.088569	0.044228
Pop4	-0.078858	0.044185
Gm17315	-0.45941	0.044164
Sez6l2	-0.148604	0.044152
Ubtd2	-0.274563	0.044152
Zfp709	-0.166402	0.044077
Pik3r5	0.150627	0.043987
Fbxo46	0.083637	0.043987
Pstpip1	0.23623	0.043987
Gm12576	-0.46423	0.043824
Trmt12	0.134889	0.043618
Cd209e	-0.453818	0.043617
Prdx1	0.083922	0.043598
Cdip1	-0.066871	0.043598
Stmn4	-0.227823	0.043598
Gpr85	-0.164612	0.043555
BB557941	-0.557315	0.043555
Gm14429	0.456038	0.043436
Gm13861	0.414944	0.043436
Dcdc2b	0.234373	0.043436
Pou2f2	0.151128	0.043436
Zfp160	0.087484	0.043436
Pgs1	0.076753	0.043436
Pdcd5	0.06444	0.043436
Sort1	-0.040081	0.043436
Immp2l	-0.092947	0.043436
Nbeal2	-0.101254	0.043436
Pkdcc	-0.135526	0.043436
Gm15706	-0.077126	0.043431
RP24-142E6.3	0.145485	0.043419
Med1	0.061261	0.043419
Dok2	0.189023	0.043379
Parp2	-0.089872	0.043379
Nrcam	-0.203503	0.043379
RP23-355E19.1	0.364291	0.043334
Il17rd	0.09056	0.043334
Ino80d	0.055813	0.043334
Usp40	-0.064251	0.043334
Ddx49	-0.090236	0.043334
Tbca	0.052588	0.043329
Gm15270	-0.347402	0.043329
Tmtc2	0.069222	0.043315
Nes	0.182475	0.043302
Atp2b4	-0.045693	0.04326
Eif3l	-0.048732	0.04326
B4galnt2	0.074036	0.043213
Coq2	-0.082842	0.043213
Slc29a3	-0.097139	0.043213
Epb4.1l4a	-0.11168	0.043213
Gm24494	-0.401107	0.043213
Banf2	-0.603741	0.043213
Gmnn	0.077606	0.04314
Mocs1	-0.122189	0.043115
Clvs2	-0.172526	0.043115
Frmd8os	-0.295888	0.043115
Laptm5	0.088562	0.043094
Neu3	-0.293367	0.043094
Pcsk2os1	0.468306	0.042889
Svopl	0.323352	0.042889
A730046J19Rik	0.32322	0.042889
Phyhipl	0.323126	0.042889
Gm13212	0.299134	0.042889
Kcnt2	0.220272	0.042889
Ldlrad3	0.140999	0.042889
Pin4	0.138731	0.042889
Chml	0.085078	0.042889
Ppp4r2	0.064443	0.042889
Srsf2	0.053625	0.042889
Dhx40	-0.048676	0.042889
Rab35	-0.05245	0.042889
Rps15	-0.057624	0.042889
Gns	-0.058728	0.042889
Ndufa8	-0.072865	0.042889
Clybl	-0.079866	0.042889
Inip	-0.081192	0.042889
Trub2	-0.105852	0.042889
Siva1	-0.116035	0.042889
Tpd52l1	-0.117335	0.042889
Ano8	-0.118484	0.042889
Gabre	-0.143835	0.042889
Fam65b	-0.162563	0.042889
Gm6039	-0.27613	0.042889
Ndnf	-0.292983	0.042889
Cib3	-0.433944	0.042889
Tmsb15l	-0.457646	0.042889
Gm15777	-0.570616	0.042889
Mmp28	0.322584	0.042762
Baiap2l2	0.114385	0.042762
Klhdc10	-0.065501	0.042762
Snord73a	0.53446	0.042722
Fxyd5	0.115986	0.042722
2310040G24Rik	-0.243969	0.042613
Lyz2	0.067133	0.0426
Cdc27	0.046481	0.0426
Glis1	0.321808	0.042584
Rab31	0.085794	0.042584
4933421A08Rik	-0.354096	0.042584
Chaf1a	0.129001	0.042581
Arid1b	-0.048698	0.042581
Mdh2	-0.059533	0.042581
Gga2	-0.102152	0.042581
Il2ra	-0.256361	0.042581
Gm11401	0.529565	0.042577
Gm16712	0.477049	0.042575
Gm6654	0.475829	0.042575
St18	0.158319	0.042575
Zfp748	0.115116	0.042575
Tuft1	0.074711	0.042575
Ubxn4	0.048518	0.042575
Idh2	-0.066972	0.042575
Ggt6	-0.068397	0.042575
Map4k3	-0.074303	0.042575
Col7a1	-0.31196	0.042575
Actn1	-0.046902	0.042575
Fut9	-0.31541	0.042563
Gm13525	0.464393	0.04254
Dgki	0.342511	0.04254
Gm20548	-0.36774	0.04254
B3gnt3	-0.13728	0.042392
Mrps22	0.081667	0.042385
Gm8317	0.455208	0.042385
RP24-97D20.2	0.451397	0.042385
Sp6	0.363746	0.042385
Etohi1	0.324631	0.042385
Sprn	0.227232	0.042385
Mfsd3	0.148561	0.042385
Rita1	0.110499	0.042385
Ippk	0.106422	0.042385
Rps4l	0.08773	0.042385
2310047M10Rik	0.076213	0.042385
Rnf10	0.065261	0.042385
Snhg4	0.064456	0.042385
Ndufb10	-0.043184	0.042385
2900026A02Rik	-0.059626	0.042385
Frmd4a	-0.083341	0.042385
Wdr74	-0.108716	0.042385
Gm26514	0.295636	0.042344
Zfand4	0.323606	0.042339
Gm14137	-0.471864	0.042339
B4galnt4	0.370277	0.042318
Gm21971	0.349792	0.042318
Slc46a1	0.178518	0.042318
Tmem45a	0.153024	0.042318
Fam134a	-0.065222	0.042318
Cope	-0.078327	0.042318
Etfa	0.096097	0.042313
Mgat2	0.086078	0.042313
Slc8b1	-0.164877	0.042184
Dscr3	0.086744	0.042149
Pbxip1	-0.051923	0.042149
Mdc1	-0.10306	0.042149
RP23-114L12.6	-0.138813	0.042149
1700057G04Rik	-0.214197	0.042112
Pcdhb10	0.555658	0.042105
Eci3	-0.11295	0.042105
Eda	-0.190934	0.042105
Gm11604	-0.499696	0.042105
Nup98	0.19878	0.041927
Zfp945	0.069641	0.041927
Fap	-0.102406	0.041867
2810403D21Rik	-0.104937	0.041867
Rbm38	0.139751	0.04184
Trappc9	-0.086891	0.041808
Tmem5	0.093742	0.041785
Gm12481	-0.220543	0.041693
Ifi27l2a	-0.120446	0.041654
Ppan	-0.13232	0.041639
Gm12320	0.320029	0.041623
Zfp180	0.059189	0.041623
Fam58b	-0.124674	0.041623
Gm27042	-0.386205	0.041623
Cmc1	0.111133	0.041523
Gm5124	-0.196543	0.041523
Gzma	0.194604	0.041507
Ppargc1b	0.05013	0.041507
Rap1gap2	-0.053934	0.041507
Lca5l	-0.201415	0.041494
Efcab3	-0.688357	0.041494
Eif4ebp3	0.591025	0.041483
Zfp239	0.141539	0.041483
Hcfc2	0.058971	0.041483
Pcsk5	-0.060462	0.041483
Mapk12	-0.154186	0.041483
Cyth4	-0.162164	0.041483
Gm9790	-0.218264	0.041483
RP23-79K5.4	-0.224668	0.041483
Hist1h1a	-0.348554	0.041483
Gm26674	-0.597939	0.041441
Psmg1	0.149383	0.041347
Osbpl11	0.08464	0.041347
Mycbp	0.056445	0.041347
Ints1	-0.110996	0.041347
Gm12608	-0.518001	0.041347
Coch	0.339163	0.041335
RP23-84E4.3	0.372124	0.041317
Rps27rt	0.129496	0.041317
Stox2	0.06965	0.041296
Cdk6	-0.060172	0.041296
Acot9	-0.08642	0.041296
Tcf3	-0.090969	0.041296
Wdr62	-0.173722	0.041296
Agap1	-0.042862	0.041258
Naprt	-0.072997	0.041157
4930526A20Rik	0.23403	0.04111
Zfand2b	-0.08173	0.041084
Irx3	0.338701	0.041054
H2-Oa	0.327939	0.041054
1110046J04Rik	0.236259	0.041054
Zdhhc1	0.23502	0.041054
Hoga1	0.182416	0.041054
Chaf1b	0.173107	0.041054
Asic2	0.152415	0.041054
Pus1	0.131487	0.041054
D2Wsu81e	0.101516	0.041054
Kcnk6	0.079547	0.041054
Ugt2b34	0.073697	0.041054
Cnot6	0.043346	0.041054
F11r	-0.068983	0.041054
Slc12a6	-0.080681	0.041054
Poli	-0.098402	0.041054
Gnrh1	-0.215671	0.041054
Pfkfb1	-0.295461	0.041054
Pcdhgb5	-0.330178	0.041054
Dnah9	-0.330454	0.041054
mt-Ty	-0.456363	0.041054
Nipa1	0.167302	0.04101
4930506M07Rik	-0.063902	0.04101
Bcl2l1	-0.078493	0.04101
Ehbp1	-0.089386	0.04101
9830107B12Rik	-0.448612	0.04101
Disc1	-0.529778	0.04101
Zscan20	-0.14235	0.040965
Adam18	-0.207504	0.040965
Pik3c2g	-0.449151	0.040965
Nbas	0.083562	0.040935
Gm6576	0.4799	0.040914
Lrrc42	0.084804	0.040914
2310010G23Rik	-0.329198	0.040914
Gm527	0.226636	0.040871
Trip11	0.048704	0.040871
Pigz	-0.286202	0.040871
Pmvk	0.080043	0.04086
Calm1	-0.041032	0.04086
Myo1h	-0.328876	0.04086
C4a	-0.431915	0.04086
Lman1l	0.470031	0.040858
BC007180	0.220204	0.040858
C030037D09Rik	0.206591	0.040858
Fancl	0.07785	0.040858
Muc3	0.068489	0.040858
Sdpr	0.062471	0.040858
Etv3	0.059367	0.040858
Coro1c	-0.053713	0.040858
Abcf1	-0.064043	0.040858
Tpst2	-0.076455	0.040858
Fgd3	-0.132037	0.040858
Gm12525	-0.488195	0.040858
Slc26a10	-0.533273	0.040858
RP23-348C6.6	0.099425	0.040848
Atp2b1	-0.069842	0.040848
Fbxl2	0.221704	0.040733
Tcf7	0.166678	0.040733
Exd1	0.161211	0.040733
Kremen2	0.123325	0.040733
Lgals12	0.102375	0.040733
Smarcd1	-0.107433	0.040733
Nmrk1	-0.121605	0.040733
Gjc2	0.12771	0.040663
Gpatch1	0.094292	0.040663
Dpysl5	0.215075	0.040617
Tmprss7	-0.171881	0.040617
Ccdc74a	-0.260256	0.040617
Fam171a1	0.064494	0.040607
Neurl4	-0.082309	0.040607
4930430F08Rik	-0.154687	0.040607
C6	-0.33344	0.040607
Gm10080	0.240341	0.040553
Il21r	0.207987	0.040553
Tmem121	0.203792	0.040553
Btk	0.193079	0.040553
Atp1b3	-0.050043	0.040553
Gpr137	-0.110662	0.040553
Fem1c	-0.070251	0.04053
Gm27046	0.436826	0.040521
Shc1	0.073304	0.040521
Txndc17	0.054856	0.040521
Mrps35	-0.049397	0.040521
Krt18	-0.069264	0.040521
Bloc1s5	-0.084826	0.040521
Depdc1b	-0.368364	0.040521
Pcbp1	-0.070588	0.040474
Cd86	-0.181713	0.040474
Arl2	-0.091689	0.040446
Akt1	-0.071474	0.040429
E130102H24Rik	0.164648	0.040399
Sf3b6	0.078953	0.040399
Ighg1	-0.316394	0.040399
Ppm1l	0.066196	0.040349
Arntl	0.155865	0.040296
4930570G19Rik	-0.362993	0.04025
2500002B13Rik	-0.19268	0.040229
Arpc4	0.097921	0.040217
Rabgap1	0.049857	0.040217
Ctf1	0.288132	0.040175
4930594M22Rik	0.247609	0.040175
Tmem229a	0.146943	0.040175
Clec4n	0.101713	0.040175
Myo15b	0.060102	0.040175
Rab36	-0.163826	0.040175
Cage1	0.283688	0.040172
Stx11	-0.215963	0.040172
Radil	-0.24094	0.040143
Tmem54	-0.063174	0.040063
Wbp2	-0.056234	0.040058
Id3	-0.086551	0.040058
Trmt61a	-0.105239	0.040058
S100b	0.113627	0.040053
Nfs1	-0.080987	0.040053
Dhcr7	-0.079152	0.040038
Coprs	0.068299	0.04003
Elmod1	-0.193071	0.04003
Cnr2	-0.418963	0.040011
Dimt1	0.215336	0.039953
Shisa4	0.137249	0.039953
Thsd1	0.164304	0.039943
Ptprg	0.049853	0.0399
1810043H04Rik	0.054912	0.039888
Ifi44	-0.220767	0.039888
Trank1	-0.533174	0.039872
Tvp23a	-0.239792	0.039805
RP23-218F13.4	-0.361619	0.039794
2610307P16Rik	-0.239767	0.039762
RP23-271G7.1	0.369522	0.039752
Gm5871	0.306217	0.039752
Sgtb	0.203399	0.039752
Sgpp2	0.080873	0.039752
Fgf11	-0.16172	0.039752
Mtbp	-0.173618	0.039752
Gimap1os	-0.32818	0.039752
Hmgb1-ps7	0.42849	0.039746
Adrm1	0.110052	0.039746
Tbc1d7	-0.142741	0.039746
Fam168a	-0.057255	0.039713
Timp1	0.261424	0.039625
Itgax	0.12582	0.039625
Wash	-0.070709	0.039625
Grina	-0.072032	0.039625
Pmp22	-0.099516	0.03961
C1rl	-0.165978	0.03961
Hif3a	-0.182361	0.03961
Fam126b	0.055274	0.039598
Gmfb	-0.049657	0.039598
Cpne8	-0.072413	0.039598
Acsl5	-0.075715	0.039598
Foxa2	-0.076985	0.039598
Snca	-0.119022	0.039598
Gm27803	-0.119505	0.039598
Dnajc19	-0.163156	0.039598
Shox2	-0.507996	0.039598
Gabrg3	0.290765	0.039584
Mcmdc2	0.42759	0.039576
Serbp1	-0.042597	0.039576
Cplx1	0.174356	0.039544
Trmt13	-0.080772	0.039544
2610507I01Rik	-0.187284	0.039351
Gm13422	0.2166	0.039312
Gm11605	-0.341325	0.039312
Klhl24	-0.068885	0.039309
Gab2	-0.055682	0.039247
Fastk	-0.066483	0.039224
Gsap	-0.29265	0.039217
BC024139	-0.348738	0.03919
Rps19-ps4	-0.41667	0.03919
Lhx8	-0.584891	0.039187
Clasp1	0.061752	0.039159
Egln2	-0.063582	0.039159
Shkbp1	-0.080104	0.039159
Pi4ka	-0.071595	0.039136
Pabpn1	-0.111742	0.039136
Lsmem1	-0.388299	0.039136
Folr4	-0.433677	0.039136
Plin2	0.077598	0.039071
Srp68	0.046765	0.039034
Plcg2	0.119548	0.038996
Bcl2	0.055426	0.038996
Ppp6c	-0.04862	0.038996
1810030O07Rik	-0.060763	0.038996
Cnot11	-0.074433	0.038996
D430041D05Rik	-0.415903	0.038996
Gm12230	-0.61705	0.038996
1810063I02Rik	0.29324	0.038988
A930015D03Rik	0.21766	0.038988
Zfp511	0.100792	0.038988
Kit	0.0815	0.038988
Kpna6	0.080079	0.038988
Apbb1ip	-0.094842	0.038988
2310030G06Rik	-0.095055	0.038988
Nnmt	-0.166598	0.038988
Pgbd1	-0.28698	0.038988
Gm12830	-0.516789	0.038945
Nek10	0.434151	0.03892
Fxyd2	0.211542	0.038912
Tmx2	0.108616	0.038912
Nrep	0.074673	0.038912
Celf6	-0.104521	0.038912
RP24-351P4.1	-0.331208	0.038912
RP23-343K17.2	0.292611	0.038895
9430060I03Rik	0.119531	0.038895
Nfia	0.072674	0.038895
Ccdc124	-0.093252	0.038895
Siglece	-0.352949	0.038895
Plet1os	-0.375735	0.038895
3110099E03Rik	0.292284	0.038812
Zfp85	-0.241742	0.038812
Rnf212	0.600138	0.038764
Nptx2	0.294954	0.038764
Megf10	0.291947	0.038764
Pld2	0.1921	0.038764
Olfr78	0.127396	0.038764
Nom1	0.059679	0.038764
Mrpl48	-0.072086	0.038764
Kctd14	-0.072856	0.038764
Syde1	-0.094407	0.038764
Paqr7	-0.096449	0.038764
Nupl2	-0.123024	0.038764
Upk1b	-0.131548	0.038764
Thbs4	-0.188896	0.038764
Gm6483	-0.194943	0.038764
Slc35d3	0.201388	0.038653
RP23-114L12.3	-0.087885	0.038632
Krt79	0.466226	0.038615
Slc12a5	0.337225	0.038615
Catsperd	0.29237	0.038615
Fn3krp	0.099201	0.038615
Gm22710	0.098978	0.038615
Asns	0.092789	0.038615
Ssx2ip	0.0756	0.038615
Bpgm	0.063903	0.038615
Nptn	0.055009	0.038615
Ppp1r9a	-0.055903	0.038615
Pno1	-0.055956	0.038615
Cfap97	-0.070885	0.038615
Gm23238	-0.302633	0.038615
Il10	-0.587844	0.038615
Prr5	-0.094833	0.038595
Itgb1bp1	0.083774	0.038531
Med4	-0.067934	0.038496
Fam49a	-0.09186	0.038496
Gm8579	-0.663525	0.038496
Ctsd	-0.056427	0.038396
Cops7b	-0.066269	0.038396
Amn	-0.095752	0.038396
RP24-260D21.1	-0.109522	0.038396
Gm11532	-0.258891	0.038396
Chst3	-0.376364	0.038396
Vsig4	-0.418593	0.038396
RP24-150H14.3	-0.461804	0.038396
RP23-335C3.9	0.231842	0.038384
Gm22748	0.201319	0.038339
Ndufa10	0.041453	0.038339
Stat5a	-0.105528	0.038339
Mtx3	-0.100425	0.038318
Lsp1	-0.082326	0.03826
Slc25a13	0.074595	0.038228
Acsbg1	-0.277926	0.038228
mt-Td	0.165454	0.038223
Tfam	0.059153	0.038223
Ubn1	-0.046687	0.038223
Ctr9	-0.061713	0.038223
Rps25-ps1	-0.077901	0.038223
Rpl5-ps1	-0.571419	0.038223
Klhl22	-0.060434	0.038136
Mavs	0.0559	0.038073
Gm12153	-0.524646	0.038073
A930016O22Rik	-0.499856	0.038023
RP24-93F24.1	0.170998	0.037962
Mboat7	0.064948	0.03793
Gm12816	0.495417	0.03793
Akr1c21	0.357868	0.03793
1700109H08Rik	0.198492	0.03793
Gm15536	0.182104	0.03793
Pan2	0.149717	0.03793
Pgam1	0.132223	0.03793
Plekhh2	0.084149	0.03793
G6pdx	0.0799	0.03793
Taf11	0.077839	0.03793
Itpr2	0.068288	0.03793
Fnip1	-0.048807	0.03793
Lmod1	-0.049746	0.03793
Sympk	-0.098184	0.03793
Nmu	-0.120231	0.03793
Ptger3	-0.141826	0.03793
Sec14l2	-0.163622	0.03793
Ugt1a1	-0.168743	0.03793
RP23-447L15.3	-0.212814	0.03793
D430040D24Rik	-0.361555	0.03793
Serpina3n	0.124533	0.037867
Abo	-0.107033	0.037867
Asrgl1	-0.135853	0.037867
Tbc1d2b	-0.077164	0.037824
F2rl3	0.278969	0.037773
AI607873	0.120786	0.037773
Cdkn1a	0.062284	0.037773
Akap11	0.045882	0.037773
Zfp772	-0.092719	0.037773
Vstm2l	-0.124097	0.037744
Snrpb	-0.044288	0.037708
Srgap3	-0.070387	0.037701
Fam228b	0.362754	0.037686
Tspyl3	0.167724	0.037686
9030622O22Rik	0.122213	0.037686
Sgk3	0.080377	0.037686
Gtf2h2	0.077314	0.037686
Optn	0.074207	0.037686
Ephb3	0.073177	0.037686
Gpr116	0.064404	0.037686
Ndufab1	0.046196	0.037686
Nfyb	-0.052397	0.037686
Pla2g6	-0.138989	0.037686
Hist2h3c2	-0.145082	0.037686
Ptger1	-0.148112	0.037686
mt-Atp6	-0.213514	0.037686
9430065F17Rik	-0.226407	0.037686
Zmynd12	-0.255438	0.037686
Dhrs2	-0.419789	0.037686
RP23-415C3.6	-0.462651	0.037686
Ppp3cb	0.054069	0.037553
H2afx	-0.082645	0.037553
Ahctf1	-0.055719	0.037474
Ccdc117	0.065555	0.037434
Slirp	0.061245	0.037434
Iqgap1	-0.039816	0.037434
Tshz2	-0.048295	0.037434
Snora30	-0.182068	0.037434
Apcdd1	0.40764	0.037286
Galnt1	0.046794	0.037215
Atf2	0.056724	0.037212
Gsk3b	-0.042645	0.037212
Prkaca	-0.068107	0.037212
Igsf21	-0.306048	0.037164
Abat	0.057453	0.037153
Kcnj10	-0.232545	0.037143
Prdm9	0.097555	0.03708
Ccdc12	-0.078035	0.037056
Gm11407	-0.402091	0.036868
Sh2b1	0.066062	0.036867
Sned1	-0.074299	0.036867
Metrn	-0.140946	0.036867
2610016A17Rik	0.42869	0.0367
Sumf2	0.198795	0.0367
P4htm	0.152046	0.0367
Asb13	0.088738	0.0367
Prdx2	0.036313	0.0367
Msl1	-0.035447	0.0367
Supt6	-0.071716	0.0367
Rpl10-ps3	-0.146272	0.0367
Arhgap4	-0.170466	0.0367
RP23-298I7.2	-0.235229	0.0367
Tnfrsf22	-0.302537	0.0367
Gm15477	-0.442455	0.0367
Zpbp2	-0.47259	0.0367
Mdm4-ps	0.374288	0.036678
Slc17a8	0.241366	0.036678
Ercc1	0.120145	0.036678
Ankib1	0.050194	0.036678
Nup155	-0.065666	0.036678
G6b	-0.235175	0.036678
Crkl	-0.243381	0.036678
Gm14270	-0.331585	0.036678
Otor	0.349951	0.036604
Zyg11b	0.052594	0.036604
S100a8	0.459019	0.036586
Gemin5	0.099317	0.036586
Setx	0.056361	0.036586
Fndc1	-0.080152	0.036586
Zfp939	-0.164158	0.036586
Ces1h	-0.525173	0.036541
Rnf38	0.064471	0.03642
Ids	-0.062494	0.03642
Cyp2d9	-0.196588	0.03642
RP24-308L17.2	-0.225608	0.03642
Stpg1	-0.308096	0.03642
Crispld1	0.202968	0.036387
Rwdd2a	0.187699	0.036387
Sae1	-0.058885	0.036387
Gdpd2	-0.107237	0.036387
Ccdc85a	-0.231909	0.036387
Cwf19l1	-0.076674	0.036359
Chmp4b	-0.04771	0.036288
Aimp1	0.044558	0.036186
Rtn4ip1	-0.062815	0.036186
Lbp	-0.122137	0.036186
Amd1	0.109199	0.036183
5730409E04Rik	-0.071018	0.036183
Avpr1a	-0.168193	0.036183
Gm15832	-0.214456	0.036183
Srsf11	0.044835	0.036152
Axin1	-0.06216	0.036152
RP23-26I10.2	0.284959	0.036147
Ebp	0.057857	0.036147
Sys1	-0.061871	0.036147
Adprhl1	0.510423	0.036128
Hpdl	0.128156	0.036128
Rbpsuh-rs3	-0.251035	0.036128
Stra6	-0.3578	0.036128
RP24-63G4.6	0.217543	0.036087
Wdr77	-0.066428	0.036087
Apol7e	-0.425704	0.036087
Mllt11	0.064581	0.036062
Gfra1	0.091237	0.03603
Rpa3	0.162788	0.035984
Mief2	0.107833	0.035984
Cct8	-0.045133	0.035984
Dtx4	-0.061632	0.035964
Rassf10	0.129638	0.035914
Bhlhb9	0.117217	0.035914
Slmo2	0.049608	0.035914
Gm27031	-0.093865	0.035914
Lrrk2	-0.117848	0.035914
Styxl1	0.438095	0.035883
Gm28320	0.430071	0.035883
1700064H15Rik	0.427513	0.035883
Gm27441	0.379529	0.035883
RP23-73N8.4	0.301209	0.035883
Tdo2	0.283849	0.035883
Gm13251	0.269125	0.035883
Gabrd	0.268749	0.035883
Bcl2a1b	0.268398	0.035883
4833422C13Rik	0.240005	0.035883
Dnaic1	0.178518	0.035883
Hoxc9	0.166856	0.035883
Ptprn2	0.146918	0.035883
Lmntd2	0.143493	0.035883
Dhrs11	0.13646	0.035883
Shroom4	0.122238	0.035883
Zfp710	0.112949	0.035883
Wdyhv1	0.104677	0.035883
Epg5	0.104131	0.035883
Gm26782	0.095288	0.035883
Chsy1	0.086235	0.035883
Ppif	0.078786	0.035883
Nedd8	0.068141	0.035883
Dram2	0.062945	0.035883
Mpv17l2	0.060871	0.035883
Slc5a8	0.059442	0.035883
Pogz	0.057014	0.035883
Sacm1l	0.05281	0.035883
Chp1	0.048886	0.035883
Tpcn1	0.047749	0.035883
Phactr4	-0.048864	0.035883
Inpp1	-0.058514	0.035883
Alg11	-0.058611	0.035883
Ncaph2	-0.059819	0.035883
Rab24	-0.062132	0.035883
Bckdk	-0.066585	0.035883
Entpd2	-0.086507	0.035883
Abcb9	-0.087118	0.035883
Acad10	-0.098903	0.035883
Il1rap	-0.132928	0.035883
Ttr	-0.160827	0.035883
Klhdc7a	-0.179786	0.035883
Ttc39c	-0.180779	0.035883
Gm4258	-0.192576	0.035883
4930563E22Rik	-0.206731	0.035883
C630016N16Rik	-0.246767	0.035883
Kcnj15	-0.292001	0.035883
Slc9b1	-0.292177	0.035883
Bai1	-0.292939	0.035883
Gm16072	-0.293022	0.035883
