	Log2(FC)	Log10(Adj. P-value)
Lpcat1	0.0053	0
Wdr47	0.005281	0
Ddx1	0.005215	0
Cdc42bpb	0.005186	0
Prkra	0.005158	0
Bcl10	0.005147	0
Usp3	0.005138	0
Reep3	0.005086	0
Erp29	0.005033	0
Tram1	0.005004	0
Tvp23b	0.004975	0
Lmbr1	0.004933	0
Dnpep	0.004874	0
Lztfl1	0.00486	0
Pdzd2	0.004851	0
Fam219b	0.004804	0
Lrch3	0.004781	0
Mtap	0.004779	0
Tmem87b	0.004777	0
Fnip1	0.004711	0
Pik3ca	0.0047	0
Pdpk1	0.004659	0
Dnajc18	0.00462	0
Rxrg	0.00461	0
Pdap1	0.004609	0
Gga1	0.00456	0
Zwint	0.004556	0
Mctp1	0.004533	0
Fsbp	0.004406	0
RP23-335B9.5	0.004389	0
Pcdhb4	0.004388	0
Wwox	0.004379	0
Atf5	0.004305	0
Ptgs2os2	0.004217	0
1700066B19Rik	0.004205	0
Ube2b	0.004181	0
RP24-317P24.1	0.004147	0
Slc25a39	0.003973	0
Ano9	0.003956	0
Fam134c	0.003937	0
Rab33b	0.003871	0
Wdr73	0.003865	0
Hmgb3	0.003823	0
Wdhd1	0.003787	0
Il10rb	0.003767	0
Tubgcp2	0.003738	0
Ahcyl1	0.003722	0
Tbcc	0.003664	0
Eno2	0.003573	0
Atp1b3	0.003563	0
Rfwd3	0.00355	0
Zfp771	0.003546	0
Oit1	0.003524	0
Epcam	0.003514	0
Gm12543	0.003508	0
Ypel1	0.003395	0
Dok4	0.003394	0
Mrpl19	0.003338	0
Rnf19b	0.003314	0
Pmp22	0.003228	0
Prkg1	0.003209	0
Stat5b	0.003209	0
Pmm1	0.003182	0
Anapc16	0.003181	0
Mbnl2	0.003164	0
Syt14	0.003135	0
Pcyox1	0.00312	0
Derl1	0.00309	0
Ntpcr	0.003042	0
Cdip1	0.00304	0
Sptssb	0.003024	0
Birc5	0.002977	0
Amph	0.002958	0
Ap2a2	0.002849	0
Rbm43	0.002819	0
Ccpg1os	0.002789	0
Taf3	0.002787	0
Suv39h2	0.002764	0
Zfp706	0.00273	0
Insrr	0.002717	0
Palm	0.002715	0
Hdac2	0.0027	0
A230056P14Rik	0.002678	0
Inpp5k	0.002612	0
Mapk9	0.002562	0
4930432E11Rik	0.002523	0
Csgalnact2	0.002475	0
Car12	0.002475	0
Thap3	0.002451	0
Rpgr	0.002447	0
Gm23833	0.002378	0
Vmac	0.002345	0
Dcaf13	0.002338	0
Atf2	0.002326	0
Pqbp1	0.002315	0
Fadd	0.002267	0
Cdk13	0.002213	0
Aadac	0.002118	0
Sema7a	0.002078	0
Zfand2b	0.002039	0
Isy1	0.001985	0
Tank	0.001964	0
Ptprg	0.001948	0
Agbl3	0.001834	0
1190002N15Rik	0.001834	0
Hoxd13	0.001783	0
Itpr2	0.001775	0
Rpl17-ps4	0.001771	0
Cnst	0.001639	0
Rangap1	0.001637	0
Rbpms	0.001617	0
Cbr3	0.001601	0
Necab1	0.00158	0
Mthfsd	0.001555	0
Pcna	0.001436	0
Nek4	0.001427	0
Lyrm9	0.001421	0
Nudt18	0.00139	0
Eif5b	0.00136	0
Bbx	0.001314	0
Map2k4	0.001286	0
Dpm2	0.001184	0
Nek7	0.001139	0
Dmpk	0.001124	0
Ezh1	0.001114	0
2210016L21Rik	0.001113	0
Erlec1	0.001056	0
Msmo1	0.000986	0
Nsun6	0.000982	0
Ocrl	0.000981	0
Bre	0.000934	0
Sil1	0.000912	0
Gfm2	0.000853	0
Ptdss1	0.000775	0
Pla2g6	0.000726	0
Idh3a	0.000724	0
Slc39a5	0.000705	0
Ccni	0.000683	0
Vps29	0.000589	0
Ifitm2	0.000533	0
Eps8l3	0.000517	0
Med25	0.000486	0
Osbpl9	0.000464	0
Akt1	0.000461	0
Mbtd1	0.000392	0
D10Bwg1379e	0.000383	0
Parp10	0.000377	0
Aco2	0.000361	0
Mei4	0.000325	0
Jade1	0.000308	0
Ubr2	0.0003	0
Cul4a	0.000256	0
Hint2	0.000217	0
Gstt3	0.000149	0
Usp5	0.000135	0
Sh3bgrl	0.000105	0
Glt28d2	0.0000911	0
Cbs	0.0000534	0
Mrpl28	0.00000316	0
Grm6	0	0
Scn4a	0	0
Irx2	0	0
Cyp17a1	0	0
Casp14	0	0
Sh2d1a	0	0
Trh	0	0
Dnase1	0	0
Fam131c	0	0
Slc34a3	0	0
Tex11	0	0
Kif19a	0	0
Spaca7	0	0
Pax5	0	0
Gip	0	0
Ceacam16	0	0
Lhx1	0	0
Slc5a4a	0	0
Serpina1f	0	0
Serpinb9b	0	0
Catsper3	0	0
Lect2	0	0
Slc6a3	0	0
Slc6a18	0	0
Opn4	0	0
Itih4	0	0
Adam2	0	0
Upk3a	0	0
Tymp	0	0
Mfi2	0	0
Krt6b	0	0
Cpn2	0	0
Epb4.2	0	0
Frs3	0	0
Crisp2	0	0
Ip6k3	0	0
Apom	0	0
Cabyr	0	0
1700017D01Rik	0	0
Mbl2	0	0
Slc6a20b	0	0
Cdh9	0	0
Satl1	0	0
Tmem89	0	0
Il6	0	0
Ppp1r42	0	0
Ccdc150	0	0
Alppl2	0	0
Acbd7	0	0
Tnn	0	0
Cst12	0	0
Fabp12	0	0
Sall4	0	0
Il21	0	0
Ptx3	0	0
Tas1r2	0	0
Ibsp	0	0
Cxcl15	0	0
U90926	0	0
Pdx1	0	0
Prok2	0	0
Atp2a1	0	0
Cox6a2	0	0
Gp2	0	0
Mcf2	0	0
Tpte	0	0
Dkk4	0	0
F11	0	0
Irx5	0	0
Dpep3	0	0
Nudt15	0	0
Fgb	0	0
Slc38a8	0	0
Fbxo15	0	0
Hrh2	0	0
Leap2	0	0
Cysrt1	0	0
Prodh2	0	0
Kirrel2	0	0
Gm9763	0	0
Aldh8a1	0	0
Slc19a3	0	0
Ccdc81	0	0
Tspan10	0	0
Slc22a2	0	0
Sun3	0	0
Bdkrb1	0	0
2700046A07Rik	0	0
Oosp1	0	0
Dmrt3	0	0
Gzmk	0	0
Fam159b	0	0
Fam166b	0	0
6530409C15Rik	0	0
Slc15a5	0	0
Tigd3	0	0
Sowahd	0	0
Onecut3	0	0
D830044D21Rik	0	0
Cym	0	0
C87977	0	0
Krtap4-16	0	0
Enpp7	0	0
Gltpd2	0	0
Hnf4aos	0	0
Gm5637	0	0
Gm9817	0	0
Kcna3	0	0
Dmrt2	0	0
A630023P12Rik	0	0
Gm766	0	0
Nkx1-2	0	0
Nhlh2	0	0
Gm5105	0	0
Prss33	0	0
Ucn2	0	0
Spink8	0	0
Bpifc	0	0
Otop2	0	0
Hamp	0	0
Defb6	0	0
Dcaf12l2	0	0
Dnah6	0	0
Cpvl	0	0
2310001K24Rik	0	0
Oas1f	0	0
Umodl1	0	0
Gm9951	0	0
Gata5os	0	0
Fam47e	0	0
Xlr3c	0	0
Gm5471	0	0
Cfi	0	0
Grin2a	0	0
Dsc3	0	0
Gm5580	0	0
Gm7099	0	0
Gm6311	0	0
Slc2a7	0	0
Glrp1	0	0
Otof	0	0
Ctrc	0	0
Cyp2c67	0	0
Csn2	0	0
Gm15315	0	0
Gm4987	0	0
2410137M14Rik	0	0
Mir31	0	0
Mir200c	0	0
Gm14850	0	0
Serpina1a	0	0
Unc93a	0	0
Klra3	0	0
1500009C09Rik	0	0
Gml	0	0
Hemt1	0	0
Ube2u	0	0
Tmem235	0	0
BC094916	0	0
Gm13127	0	0
Gm10309	0	0
Rpl7a-ps5	0	0
Serpina1d	0	0
Egr4	0	0
Gm8420	0	0
Gm10371	0	0
Ear1	0	0
Gm10399	0	0
G530011O06Rik	0	0
Tmsb15l	0	0
Smim9	0	0
Fam196a	0	0
Rpl10-ps2	0	0
Rec114	0	0
Gm6696	0	0
Smcp	0	0
Defa-rs7	0	0
Tldc2	0	0
Pin1rt1	0	0
Gm10804	0	0
Gm4981	0	0
Gm20775	0	0
Mir190a	0	0
Ighv4-1	0	0
Traj12	0	0
Gm22661	0	0
Gm10935	0	0
Gm17546	0	0
Tgtp1	0	0
Lincenc1	0	0
Serpina1c	0	0
Gm14085	0	0
Gm7861	0	0
Gm7849	0	0
Gm15293	0	0
AY761185	0	0
4933413G19Rik	0	0
Gm11127	0	0
Ttll2	0	0
AC168977.1	0	0
Gm5566	0	0
Gm5915	0	0
Defa-ps7	0	0
Gm16061	0	0
Gm13181	0	0
Gm15823	0	0
Gm11836	0	0
Gm11517	0	0
Gm11500	0	0
Gm13368	0	0
Gm13158	0	0
Gm12435	0	0
Gm14719	0	0
Gm15299	0	0
Zfp389	0	0
Gm11425	0	0
Gm11628	0	0
Gm6025	0	0
Gm5863	0	0
Gm13359	0	0
Gm12618	0	0
Gm13195	0	0
Gm13453	0	0
Gm3244	0	0
Defa-ps4	0	0
Gm7224	0	0
Gm14277	0	0
Rpl3-ps2	0	0
Hspe1-ps5	0	0
Tmc4-ps	0	0
Rps29-ps	0	0
Gm15880	0	0
Gm16344	0	0
Gm15503	0	0
Gm11335	0	0
Gm12603	0	0
Gm15893	0	0
Gm15863	0	0
Gm16155	0	0
Gm11725	0	0
Gm13963	0	0
Gm11634	0	0
Gm12146	0	0
Gm14372	0	0
Gm16233	0	0
Gm13012	0	0
Gm12315	0	0
Gm15829	0	0
Gm11934	0	0
Gm11413	0	0
Gm6569	0	0
E330017L17Rik	0	0
Gm12996	0	0
Gm11638	0	0
Gm12915	0	0
Gm11592	0	0
Gm15655	0	0
Far2os2	0	0
Lyrm7os	0	0
Gm16618	0	0
Gm1720	0	0
4930406D18Rik	0	0
Gm15527	0	0
Lhx1os	0	0
Gm12925	0	0
Gm7799	0	0
Gm12976	0	0
Gm25117	0	0
Gm25435	0	0
Mir1931	0	0
Gm24664	0	0
Tbc1d22bos	0	0
Gm15680	0	0
Gm4524	0	0
Gm6158	0	0
Gm17271	0	0
A730015C16Rik	0	0
Gm20721	0	0
Gm17300	0	0
Gm17120	0	0
Gm17103	0	0
Gm5549	0	0
Gm17139	0	0
D030025P21Rik	0	0
Gm20528	0	0
Gm20465	0	0
Gm20513	0	0
Vmn2r-ps126	0	0
Gm5873	0	0
Gm28049	0	0
Gm10406	0	0
Gm4975	0	0
Gm24568	0	0
Gm21498	0	0
Defa25	0	0
Igkv6-15	0	0
Gm10784	0	0
Topaz1	0	0
Defa20	0	0
Defa-ps6	0	0
Gm23136	0	0
Defa2	0	0
Defa-ps10	0	0
Igkv14-100	0	0
Igkv8-19	0	0
Rps19-ps4	0	0
Gm26823	0	0
Gm10827	0	0
Gm26708	0	0
Gm26707	0	0
Gm26852	0	0
Gm26518	0	0
Gm26767	0	0
4933416M07Rik	0	0
Gm26649	0	0
Rpl31-ps15	0	0
Gm17275	0	0
Gm26717	0	0
Gm26522	0	0
Gm26827	0	0
Gm26765	0	0
Gm26530	0	0
4930534D22Rik	0	0
Gm16596	0	0
Gm26857	0	0
Gm27002	0	0
Gm5864	0	0
Gm26983	0	0
Gm27389	0	0
Gm27162	0	0
Gm8669	0	0
Gm28836	0	0
Gm17826	0	0
Gm28959	0	0
Gm18969	0	0
2310034O05Rik	0	0
Gm5256	0	0
1700081H04Rik	0	0
Gm28192	0	0
Gm18254	0	0
2310047D07Rik	0	0
Gm7654	0	0
Gm4017	0	0
Gm8000	0	0
Gm29571	0	0
2210011K15Rik	0	0
Gm10550	0	0
C730036E19Rik	0	0
RP24-192L21.1	0	0
RP23-256D19.3	0	0
RP23-446D4.8	0	0
RP24-468O23.2	0	0
RP23-349K2.1	0	0
RP23-132G24.2	0	0
RP23-399N18.2	0	0
RP23-406J20.2	0	0
RP24-214P19.3	0	0
RP24-117F4.2	0	0
RP24-340N18.1	0	0
RP24-325N3.1	0	0
RP23-397E2.4	0	0
Rps2-ps11	0	0
Dynll2	-0.0000561	0
Wnt5a	-0.0000745	0
Ppm1e	-0.000166	0
Gm17108	-0.000271	0
Gstm3	-0.000291	0
Imp3	-0.000428	0
Ptn	-0.000506	0
Tpm1	-0.000506	0
Lmbr1l	-0.000556	0
Gpr89	-0.000642	0
Rabep1	-0.000674	0
Lmbrd1	-0.000711	0
Trmt10c	-0.000756	0
Gimap1os	-0.000759	0
Rfx2	-0.000772	0
Gm2962	-0.000798	0
Trpa1	-0.000857	0
Mapkbp1	-0.000963	0
Kif21a	-0.001038	0
Sccpdh	-0.001063	0
Vps36	-0.001074	0
Gpbp1	-0.00116	0
Plce1	-0.001184	0
Gm561	-0.001193	0
Map2k2	-0.001293	0
Slc50a1	-0.001309	0
Ncam1	-0.001336	0
St6galnac2	-0.001355	0
Lhfpl1	-0.001356	0
Gys1	-0.001363	0
Panct2	-0.001365	0
Scd1	-0.001415	0
Xist	-0.001446	0
Uvrag	-0.001526	0
Myrfl	-0.00161	0
Eogt	-0.001612	0
Pycard	-0.00165	0
RP24-74B11.1	-0.001656	0
Kpna2	-0.001757	0
Snupn	-0.001763	0
Thnsl2	-0.001816	0
Mkrn2	-0.001847	0
Rpl29	-0.001938	0
Gm7984	-0.001975	0
Pibf1	-0.002009	0
Rsph1	-0.002018	0
Rabac1	-0.002121	0
Alg5	-0.002166	0
Cd2	-0.002258	0
Terf2	-0.002296	0
Gorasp1	-0.002297	0
2210407C18Rik	-0.002326	0
Atp6v1a	-0.002333	0
Etv5	-0.002366	0
Gm16401	-0.002381	0
4933434E20Rik	-0.0024	0
Siah1a	-0.002546	0
Lysmd3	-0.002582	0
Ubl4	-0.002644	0
Ugcg	-0.002655	0
Yrdc	-0.002656	0
Uqcc3	-0.002722	0
Mrpl47	-0.002748	0
Ryr3	-0.002782	0
Eefsec	-0.002784	0
9430020K01Rik	-0.002851	0
Wipi2	-0.002854	0
Timmdc1	-0.002894	0
Mesdc2	-0.003003	0
Srsf11	-0.003084	0
Sos2	-0.003113	0
Kdm2a	-0.003165	0
Ctsd	-0.003229	0
Aes	-0.003287	0
Snrpc	-0.003325	0
D130043K22Rik	-0.003389	0
Ddx27	-0.003428	0
Eif3e	-0.003435	0
Rtn2	-0.003509	0
Tceanc2	-0.003527	0
Bmp4	-0.003556	0
Dcaf8	-0.003601	0
Eif3g	-0.003607	0
Tmem165	-0.003629	0
Tnfaip1	-0.00366	0
Slc12a2	-0.003678	0
Hnrnpd	-0.003708	0
Ptpn3	-0.003734	0
Rest	-0.003747	0
Mmab	-0.003823	0
Sfrp2	-0.003831	0
Ap3d1	-0.003835	0
Ndufa12	-0.003872	0
Dync1i2	-0.003891	0
Tbx3	-0.003897	0
Cyba	-0.0039	0
Wdr20	-0.003912	0
Igdcc4	-0.003918	0
Stag2	-0.003932	0
C130071C03Rik	-0.003993	0
Mapk15	-0.004035	0
RP23-340N22.4	-0.004102	0
Hoxb2	-0.004105	0
Rhobtb2	-0.004133	0
Uqcr10	-0.004184	0
Wbp1l	-0.004216	0
Mia3	-0.004384	0
Pip4k2b	-0.004488	0
Ccl27a	-0.004546	0
Coasy	-0.004605	0
Tmem201	-0.004649	0
Fam49b	-0.004655	0
Gemin7	-0.004719	0
Fam195b	-0.00476	0
Arhgap12	-0.00478	0
Aco1	-0.004796	0
Fbxo18	-0.004801	0
2410004N09Rik	-0.004803	0
Prr12	-0.004804	0
Phc3	-0.004812	0
Gm12592	-0.004859	0
Neurl4	-0.004875	0
Hps6	-0.004911	0
Cwh43	-0.004916	0
Myh11	-0.004916	0
Eps15	-0.004923	0
Sdccag3	-0.004949	0
RP24-142E6.2	-0.005001	0
Zfp354c	-0.005015	0
E2f5	-0.005026	0
Ncoa2	-0.005041	0
Pop5	-0.005243	0
Txnip	-0.005299	0
Aacs	-0.005333	0
Peg10	-0.005338	0
C030014I23Rik	-0.005338	0
Acsl3	-0.005576	0
Setd1b	-0.005591	0
Arl16	-0.005654	0
Ppip5k2	-0.005658	0
Frmd8	-0.00566	0
Sdad1	-0.005761	0
D630045J12Rik	-0.005841	0
Bop1	-0.005871	0
Rbm34	-0.005902	0
Mrpl30	-0.00596	0
Zfp236	-0.006044	0
Slc2a13	-0.006135	0
Sdc2	-0.00617	0
Casp2	-0.006235	0
G3bp2	-0.006245	0
4930520O04Rik	-0.006248	0
Gtf2h5	-0.00625	0
Nsmce2	-0.006258	0
Uso1	-0.006376	0
Mmp9	-0.006377	0
Gm6142	-0.00638	0
Hspbap1	-0.006384	0
Phf8	-0.006385	0
Slc37a4	-0.006439	0
Cox5b	-0.006476	0
Acvr1	-0.00651	0
RP24-227F14.5	-0.006562	0
Msra	-0.006581	0
Polr2d	-0.006599	0
S100a16	-0.006608	0
Ramp2	-0.006687	0
H2-DMb1	-0.006757	0
Il17ra	-0.006762	0
Slc16a3	-0.006841	0
Gm7160	-0.006851	0
Cited2	-0.006876	0
Dopey2	-0.006908	0
1110059E24Rik	-0.006909	0
Gm12355	-0.006962	0
Gm26734	-0.006985	0
Dbn1	-0.007022	0
Itgav	-0.00706	0
Hpcal1	-0.007075	0
Herc4	-0.007086	0
Poldip2	-0.007092	0
Vps51	-0.00717	0
Rnf41	-0.007192	0
Lnp	-0.007247	0
Gnl3l	-0.007285	0
Utrn	-0.00733	0
Foxo3	-0.007389	0
Fndc1	-0.00742	0
Pstpip1	-0.007442	0
Ids	-0.007456	0
Ctps2	-0.007468	0
Rapgef4os3	-0.007469	0
Pde4a	-0.007474	0
Twf1	-0.007493	0
Taok2	-0.007494	0
Gm26718	-0.007506	0
Vps16	-0.007515	0
Sorbs2	-0.007569	0
Irf2bp1	-0.007659	0
Igf2	-0.00768	0
Bcar1	-0.007687	0
Cmtm3	-0.007692	0
2810039B14Rik	-0.007704	0
Ghitm	-0.007707	0
Tmem131	-0.007761	0
Nat8l	-0.007772	0
Gpr107	-0.007773	0
Fermt2	-0.007807	0
Dusp16	-0.007835	0
Ppm1b	-0.007856	0
Azi2	-0.007876	0
Capn7	-0.007947	0
Hpd	-0.008	0
Pin1	-0.008008	0
Mtmr11	-0.008014	0
Tcf7	-0.008045	0
Trpv6	-0.008136	0
Galr1	-0.008219	0
Prom1	-0.00823	0
Pard6g	-0.00827	0
B3gnt8	-0.008272	0
Fam220a	-0.008285	0
WI1-1003N17.1	-0.008336	0
Nucb1	-0.008466	0
Atp1a2	-0.008581	0
Stk16	-0.008597	0
Prg4	-0.00861	0
Ptk2b	-0.008631	0
Igsf21	-0.008638	0
Serinc1	-0.008706	0
Ccar2	-0.008719	0
Gli1	-0.008753	0
Riok2	-0.008881	0
Smn1	-0.008944	0
Pspc1	-0.008947	0
Stra13	-0.008975	0
Kctd20	-0.009022	0
Wdr70	-0.00903	0
Psmd8	-0.009033	0
Gpatch8	-0.009054	0
Nt5c3b	-0.009095	0
Gm15860	-0.0091	0
Pde5a	-0.009128	0
Ambp	-0.009137	0
Gm14207	-0.009159	0
Abl2	-0.009174	0
Ndufv1	-0.009208	0
Itpr3	-0.009214	0
Rimbp3	-0.009223	0
Zmiz1	-0.009243	0
Mapk10	-0.00927	0
RP23-445K23.3	-0.009286	0
Mkks	-0.009307	0
Ypel5	-0.009317	0
Otc	-0.009351	0
Gmppa	-0.009397	0
Car3	-0.009464	0
Hbp1	-0.009521	0
Rnf139	-0.009546	0
Tmem186	-0.009549	0
Hsdl1	-0.00955	0
Rps12-ps10	-0.009577	0
l7Rn6	-0.009674	0
Dyrk2	-0.00968	0
Tmx1	-0.00969	0
Layn	-0.009794	0
Fbln7	-0.009807	0
Ndn	-0.009817	0
2600014E21Rik	-0.009824	0
Lrrc29	-0.009826	0
Snf8	-0.00984	0
Mapre1	-0.009865	0
Fanca	-0.009871	0
Fam154b	-0.0099	0
Homer2	-0.009912	0
E130309D02Rik	-0.009924	0
Sra1	-0.009949	0
Tmem218	-0.010001	0
Arhgap6	-0.010052	0
Gcsh	-0.010059	0
Stard10	-0.010062	0
Fkbp2	-0.010064	0
Msn	-0.010159	0
Gpm6a	-0.010201	0
Faah	-0.010233	0
Gm1966	-0.010252	0
Slc4a7	-0.010266	0
Zfp882	-0.010284	0
Ccdc53	-0.010349	0
Rab17	-0.010351	0
Hipk3	-0.010424	0
Myo5a	-0.010443	0
Hist1h2be	-0.010477	0
Gm4149	-0.010477	0
Ccdc149	-0.010516	0
Tmem175	-0.010535	0
Mrpl1	-0.010642	0
Usp47	-0.010656	0
Srek1	-0.010673	0
5033428I22Rik	-0.010692	0
4930524O07Rik	-0.010729	0
Bag1	-0.010759	0
Zfp422	-0.010822	0
Kin	-0.010828	0
Mgll	-0.010865	0
Wiz	-0.010866	0
Stt3a	-0.010889	0
Cmtm5	-0.010902	0
Osbpl7	-0.010909	0
Cycs	-0.010976	0
Fam86	-0.011094	0
Elovl6	-0.011117	0
Alg11	-0.011117	0
Tmem98	-0.011119	0
Usp15	-0.011132	0
Igha	-0.011156	0
Ifi27l2b	-0.011156	0
Cnot6l	-0.011169	0
Parm1	-0.011248	0
Sec61g	-0.011421	0
Med9	-0.011456	0
Eif2s1	-0.011462	0
Acsl5	-0.011466	0
Mageh1	-0.011491	0
Map3k2	-0.011546	0
Topors	-0.011577	0
Fkbp8	-0.011583	0
Deptor	-0.011611	0
Nrp2	-0.01167	0
Aida	-0.011704	0
Prrc1	-0.011722	0
Trim9	-0.011847	0
Mcm7	-0.011887	0
Dirc2	-0.011899	0
Dcbld1	-0.011907	0
Snhg18	-0.011943	0
Tpgs2	-0.011952	0
Uba7	-0.012055	0
Ptdss2	-0.012081	0
Trim39	-0.012123	0
Grsf1	-0.012139	0
Gjc1	-0.012247	0
Ermard	-0.012286	0
Uchl4	-0.012299	0
Pcbp2	-0.012302	0
Dctn2	-0.012332	0
Ranbp3	-0.012336	0
Plekha7	-0.012447	0
Clmn	-0.012554	0
Ciita	-0.012654	0
Rc3h1	-0.012699	0
Wdr3	-0.012717	0
2510009E07Rik	-0.012822	0
Scn1b	-0.012848	0
Sart3	-0.012885	0
Rrm2	-0.012947	0
Acox3	-0.012956	0
Ccdc112	-0.012982	0
Lrpap1	-0.013003	0
Gpbp1l1	-0.013046	0
Arl2bp	-0.013106	0
Pou2f1	-0.013113	0
Trp53bp1	-0.013182	0
Rybp	-0.013198	0
2610306M01Rik	-0.013232	0
Naip6	-0.0133	0
Muc2	-0.013316	0
Ankzf1	-0.013316	0
Ang	-0.013389	0
RP23-379C24.2	-0.013413	0
Dpf3	-0.013462	0
Slc22a21	-0.013484	0
Gm26175	-0.013597	0
Stx12	-0.013601	0
Rhog	-0.013613	0
Mid1ip1	-0.01363	0
Smg1	-0.013638	0
Erp44	-0.013652	0
Fchsd1	-0.013658	0
Gm16845	-0.013684	0
Cep68	-0.013687	0
Ubqln2	-0.013717	0
Rfxap	-0.013737	0
Ncoa3	-0.013765	0
Cdk6	-0.013824	0
Xpa	-0.01388	0
Tmem140	-0.013908	0
Slc25a26	-0.013938	0
Galnt13	-0.013976	0
Med15	-0.014028	0
Rai1	-0.014041	0
Nt5c2	-0.014058	0
Lama3	-0.0141	0
Zfyve1	-0.014109	0
Cspg5	-0.014223	0
Rgl2	-0.014271	0
Aen	-0.014274	0
Kmt2b	-0.014321	0
Tln2	-0.014324	0
Chaf1a	-0.0144	0
Ralgapa2	-0.014451	0
Naa60	-0.014468	0
Gm22067	-0.014476	0
Jtb	-0.014651	0
Rcor3	-0.014655	0
Zbtb11	-0.014672	0
Rps20	-0.014755	0
Tcea1	-0.014759	0
Serpinh1	-0.014777	0
Krt84	-0.014813	0
Prox2os	-0.014856	0
Sin3b	-0.014995	0
Tead2	-0.015002	0
Snord73a	-0.015056	0
Fxyd2	-0.01508	0
Taok1	-0.015137	0
Cp	-0.015142	0
Ndfip1	-0.015251	0
Tfe3	-0.015258	0
Cln5	-0.015309	0
Slc6a4	-0.01547	0
Gm12503	-0.015522	0
Mrpl12	-0.015581	0
Ncdn	-0.015714	0
Tmpo	-0.015761	0
Rab37	-0.015816	0
Cenpu	-0.015836	0
Ahsa2	-0.015838	0
Itpr1	-0.015861	0
Pde1a	-0.015897	0
Ahcy	-0.015903	0
Alg14	-0.015943	0
Pole4	-0.016049	0
Pcdh17	-0.016066	0
Dpy19l1	-0.016079	0
Lyz2	-0.016134	0
Nxpe4	-0.016184	0
Nkg7	-0.016216	0
Dbi	-0.016263	0
RP23-296I6.7	-0.016278	0
Agrn	-0.016326	0
RP23-206J9.6	-0.016373	0
Nvl	-0.016397	0
Ccnl2	-0.01645	0
Myg1	-0.016473	0
Plat	-0.016523	0
Rpl31	-0.016541	0
Gm13567	-0.016584	0
Tubb3	-0.0166	0
Fa2h	-0.016616	0
Reg3b	-0.016652	0
Tex2	-0.016668	0
Sos1	-0.016694	0
Tagln	-0.016715	0
Slc25a11	-0.016762	0
Rsph3b	-0.016765	0
Nop58	-0.01678	0
Cmtm8	-0.016928	0
Abat	-0.016935	0
Stxbp5l	-0.016971	0
Orc5	-0.016973	0
Ptprd	-0.017005	0
Atp6v0a1	-0.017006	0
Ercc4	-0.01703	0
Ggnbp1	-0.017072	0
Fam46a	-0.017165	0
Pde1b	-0.017204	0
Fhl3	-0.017242	0
Igf1	-0.017252	0
Fcna	-0.017258	0
C430049B03Rik	-0.017264	0
Mapk8	-0.017271	0
Desi2	-0.017319	0
Rsu1	-0.017326	0
Snapc1	-0.017331	0
Zfp330	-0.017337	0
Nkrf	-0.017396	0
Ash2l	-0.017439	0
Kdf1	-0.017478	0
Fam126a	-0.017486	0
Rpl13a	-0.017492	0
Coq5	-0.017572	0
Itsn1	-0.017689	0
Tram1l1	-0.01772	0
Gm9917	-0.017943	0
Fggy	-0.018001	0
Cmtm4	-0.018093	0
Psmd11	-0.018154	0
Dok7	-0.018179	0
Zfp646	-0.018207	0
Psmb9	-0.018225	0
Psd4	-0.018229	0
Itga3	-0.018255	0
Ano8	-0.018278	0
Tipin	-0.0183	0
Lta4h	-0.018303	0
Stoml1	-0.018314	0
Celf2	-0.018322	0
Prss32	-0.018336	0
Susd3	-0.018387	0
Ubxn2a	-0.018461	0
Tpm2	-0.018476	0
Map3k5	-0.018496	0
Cetn2	-0.01859	0
Fth1	-0.018601	0
RP24-496H1.1	-0.018612	0
Ttc38	-0.018648	0
Pear1	-0.018681	0
9930111J21Rik2	-0.0187	0
Cml1	-0.018761	0
Plin1	-0.018769	0
Snx16	-0.018808	0
Papola	-0.018853	0
Atat1	-0.018902	0
Thyn1	-0.018932	0
Plp1	-0.018955	0
Smad7	-0.018958	0
Sft2d1	-0.018976	0
Myl12b	-0.019018	0
Nol9	-0.019057	0
Ccs	-0.01913	0
Ndnl2	-0.019224	0
Hnrnpk	-0.019227	0
Syn2	-0.01923	0
Fam173b	-0.019241	0
Zfp790	-0.019403	0
Hexdc	-0.019408	0
Rbpjl	-0.01948	0
Taf12	-0.019613	0
Myl9	-0.019658	0
Bola2	-0.019709	0
Nadk2	-0.019721	0
Cntn3	-0.019753	0
Adra2c	-0.019753	0
Slc25a24	-0.019761	0
Plag1	-0.019767	0
A630081J09Rik	-0.019788	0
Tom1	-0.019813	0
Gm14822	-0.01988	0
Ptprm	-0.019911	0
Pnmal2	-0.019933	0
Katnbl1	-0.019964	0
Camk1d	-0.019993	0
Neu1	-0.020029	0
Cpt2	-0.020036	0
Phf6	-0.020119	0
Qrich1	-0.020132	0
Sirt7	-0.020148	0
Lancl3	-0.020226	0
Nt5dc1	-0.020254	0
Tmem200c	-0.020267	0
Stam	-0.020285	0
Fam32a	-0.020311	0
Pcdhb14	-0.020352	0
Sipa1	-0.02042	0
Ddx23	-0.020455	0
Tk1	-0.020498	0
Tmem147	-0.020545	0
Adra2a	-0.02057	0
Nars2	-0.020592	0
RP23-16D16.5	-0.020618	0
Pla2g16	-0.020626	0
Nsdhl	-0.020652	0
Ppm1j	-0.020654	0
Mal2	-0.020665	0
Setd4	-0.020708	0
Pla1a	-0.020784	0
Fgf7	-0.020816	0
Ube2w	-0.020869	0
Ccr1	-0.02088	0
