	Log2(FC)	Log10(Adj. P-value)
Wnt2	-0.118606	0.005913
Gm13786	-0.117776	0.005913
RP24-193D9.4	-0.116083	0.005913
Prokr1	-0.113084	0.005913
Gm6457	-0.105821	0.005913
Gm16984	-0.105248	0.005913
Cd200r4	-0.103636	0.005913
Hr	-0.102392	0.005913
Epha5	-0.100776	0.005913
Mcrs1	-0.100261	0.005913
Tmem255b	-0.098796	0.005913
Rasl10b	-0.098455	0.005913
Neu3	-0.097712	0.005913
D630002J18Rik	-0.097681	0.005913
Zbtb49	-0.096859	0.005913
2310016G11Rik	-0.095365	0.005913
Grin2d	-0.094231	0.005913
Hapln4	-0.092723	0.005913
Cog3	-0.091216	0.005913
Tmem215	-0.090389	0.005913
Gm29666	-0.090003	0.005913
D630045J12Rik	-0.089	0.005913
Eif5a2	-0.088885	0.005913
Gyltl1b	-0.088464	0.005913
Inhba	-0.087946	0.005913
Ctcflos	-0.087656	0.005913
Atf7ip2	-0.087394	0.005913
Nek5	-0.08731	0.005913
Phlda2	-0.087196	0.005913
Gm15453	-0.087105	0.005913
Dnah7a	-0.086339	0.005913
Zfp773	-0.086333	0.005913
Zfp712	-0.08593	0.005913
9230111E07Rik	-0.084317	0.005913
Rpp25	-0.083694	0.005913
Grhl1	-0.082796	0.005913
Stxbp3b	-0.082736	0.005913
St3gal5	-0.081394	0.005913
Socs1	-0.081214	0.005913
Rsph9	-0.079852	0.005913
Nat8l	-0.079302	0.005913
Fbxl14	-0.078846	0.005913
Ang4	-0.078566	0.005913
Wdr90	-0.077899	0.005913
Defa-ps18	-0.077069	0.005913
Slc38a11	-0.077037	0.005913
RP24-252K15.4	-0.075452	0.005913
Cyp2u1	-0.074723	0.005913
Chrnb4	-0.073952	0.005913
Sult4a1	-0.072345	0.005913
Gtpbp10	-0.070687	0.005913
Tbx3os1	-0.070514	0.005913
Sncaip	-0.069756	0.005913
Lancl3	-0.069572	0.005913
Adpgk	-0.06957	0.005913
Dcst1	-0.069327	0.005913
Amy1	-0.068882	0.005913
Gm27031	-0.06875	0.005913
Alms1	-0.067904	0.005913
Tubb2b	-0.067451	0.005913
Morn4	-0.066621	0.005913
Cd3e	-0.066226	0.005913
Sema6b	-0.065158	0.005913
RP23-175G2.2	-0.065131	0.005913
Gm13803	-0.063827	0.005913
Bbs2	-0.063609	0.005913
E130102H24Rik	-0.062791	0.005913
Rpa3	-0.062122	0.005913
Bean1	-0.061282	0.005913
Gm26129	-0.060845	0.005913
Gm12338	-0.059582	0.005913
Gm26244	-0.05933	0.005913
Prr3	-0.059266	0.005913
Ccdc166	-0.058155	0.005913
Rasgrp1	-0.057247	0.005913
THAP6	-0.056913	0.005913
Abcd4	-0.056787	0.005913
Cfap20	-0.05673	0.005913
Gm15859	-0.056613	0.005913
Mbip	-0.056395	0.005913
Sgip1	-0.056001	0.005913
Gulp1	-0.055331	0.005913
Prkd1	-0.055026	0.005913
Etv5	-0.054838	0.005913
Zbtb10	-0.053563	0.005913
2810001G20Rik	-0.050382	0.005913
Phldb3	-0.050246	0.005913
Apip	-0.050085	0.005913
Snx24	-0.049555	0.005913
Xaf1	-0.04874	0.005913
Fgd3	-0.048708	0.005913
Bin2	-0.048505	0.005913
Daam2	-0.048433	0.005913
Spata7	-0.047908	0.005913
F2r	-0.04768	0.005913
9930014A18Rik	-0.047577	0.005913
Ntn3	-0.047536	0.005913
Nsun6	-0.047513	0.005913
4933404O12Rik	-0.047166	0.005913
Dffb	-0.046934	0.005913
E2f7	-0.045499	0.005913
Ctu1	-0.045194	0.005913
Zfp157	-0.044862	0.005913
Xkr8	-0.044648	0.005913
Zkscan5	-0.043929	0.005913
Bbs9	-0.043914	0.005913
Lrrc20	-0.043743	0.005913
A430018G15Rik	-0.043606	0.005913
4930427A07Rik	-0.043384	0.005913
Nsg2	-0.040223	0.005913
Bcas3	-0.039603	0.005913
Mpeg1	-0.039525	0.005913
Rasef	-0.039249	0.005913
Chpf2	-0.039127	0.005913
Harbi1	-0.038959	0.005913
Fgfr2	-0.038556	0.005913
Smyd4	-0.038278	0.005913
Sp2	-0.037611	0.005913
4921524J17Rik	-0.037454	0.005913
Inpp5f	-0.036447	0.005913
Optc	-0.036358	0.005913
Fbxl15	-0.036274	0.005913
Cenpw	-0.035732	0.005913
Akr1b10	-0.035437	0.005913
Plcxd2	-0.035351	0.005913
Elavl4	-0.035036	0.005913
Tbc1d4	-0.035018	0.005913
Fbxo21	-0.035011	0.005913
Xylt2	-0.034999	0.005913
Arhgef10l	-0.034186	0.005913
Ptms	-0.033536	0.005913
Nsmaf	-0.032683	0.005913
RP23-13A13.6	-0.032596	0.005913
Gmnn	-0.032424	0.005913
Papss2	-0.032313	0.005913
Lipo1	-0.032223	0.005913
Sdsl	-0.032215	0.005913
Fam175a	-0.032066	0.005913
Foxo6	-0.031846	0.005913
Proser1	-0.031424	0.005913
Hdac11	-0.031349	0.005913
1810026J23Rik	-0.030811	0.005913
Fut8	-0.030765	0.005913
Atp11a	-0.030607	0.005913
D030056L22Rik	-0.030382	0.005913
Pde8b	-0.030239	0.005913
Aga	-0.029711	0.005913
Ppfibp1	-0.029075	0.005913
Cacna1c	-0.028905	0.005913
Sap18	-0.028785	0.005913
Cd200	-0.028427	0.005913
Polg	-0.028414	0.005913
Ddx39	-0.028406	0.005913
Mcm2	-0.028213	0.005913
2610528A11Rik	-0.028064	0.005913
Unc13b	-0.027995	0.005913
Kat5	-0.027772	0.005913
Itpripl1	-0.027536	0.005913
Dym	-0.027355	0.005913
2510003E04Rik	-0.027097	0.005913
Itga3	-0.026958	0.005913
Lrrc16a	-0.026754	0.005913
Mib2	-0.026675	0.005913
Inafm1	-0.026351	0.005913
Orai1	-0.025957	0.005913
Gpr133	-0.025872	0.005913
Crls1	-0.02583	0.005913
Pdhb	-0.025709	0.005913
Macrod1	-0.025689	0.005913
1700052N19Rik	-0.025672	0.005913
Fcgbp	-0.025447	0.005913
Pfdn1	-0.025301	0.005913
Npr2	-0.025069	0.005913
Fam179b	-0.024363	0.005913
Cav1	-0.024282	0.005913
Ehd1	-0.024199	0.005913
Mogs	-0.023808	0.005913
Osbpl5	-0.023736	0.005913
Utp23	-0.023569	0.005913
Oxr1	-0.023441	0.005913
Crip1	-0.023419	0.005913
Optn	-0.022984	0.005913
Tmed5	-0.022774	0.005913
Terf2ip	-0.022749	0.005913
Snrnp40	-0.022721	0.005913
Polr3c	-0.022681	0.005913
Ovol1	-0.022616	0.005913
Slc25a17	-0.021991	0.005913
Cwc25	-0.021931	0.005913
Nosip	-0.021518	0.005913
Abi3	-0.021513	0.005913
Ubxn8	-0.021332	0.005913
Nhlrc2	-0.021259	0.005913
Il17rc	-0.021184	0.005913
Clic4	-0.021134	0.005913
Mapre2	-0.020782	0.005913
Pkd1	-0.020745	0.005913
Klf6	-0.020535	0.005913
Wtap	-0.020431	0.005913
Msl2	-0.019869	0.005913
Cog4	-0.019812	0.005913
Hook3	-0.019752	0.005913
Paxbp1	-0.019597	0.005913
Setd5	-0.019088	0.005913
Ccnl2	-0.019046	0.005913
Nono	-0.01894	0.005913
Os9	-0.018651	0.005913
Echdc1	-0.018647	0.005913
Zbtb4	-0.018347	0.005913
Jkamp	-0.018278	0.005913
Trpm7	-0.017663	0.005913
Cops4	-0.017352	0.005913
Aim1	-0.016772	0.005913
Gm1123	-0.016703	0.005913
Tcf12	-0.016555	0.005913
Rer1	-0.015996	0.005913
Id2	-0.015991	0.005913
Pfdn5	-0.015754	0.005913
Sf3b2	-0.015719	0.005913
Mia3	-0.015666	0.005913
Atraid	-0.015283	0.005913
Adss	-0.014623	0.005913
Hint1	-0.013243	0.005913
Surf4	-0.013155	0.005913
Ube4b	-0.01276	0.005913
Mpc2	0.013708	0.005913
Mtch2	0.014878	0.005913
Zfp106	0.015149	0.005913
Rpl36a	0.015347	0.005913
Kcmf1	0.01578	0.005913
Brd8	0.016015	0.005913
Stk24	0.016064	0.005913
Dynlt3	0.016634	0.005913
Eapp	0.016673	0.005913
Cfl2	0.017328	0.005913
Irf9	0.017455	0.005913
Mdp1	0.017574	0.005913
Papss1	0.017915	0.005913
Ogn	0.017999	0.005913
Tnk1	0.018114	0.005913
Ddx42	0.018152	0.005913
Srek1ip1	0.018419	0.005913
Dhx15	0.018697	0.005913
Rps10	0.019259	0.005913
Ssrp1	0.01958	0.005913
Smarce1	0.019769	0.005913
Map1b	0.019913	0.005913
Lbr	0.020176	0.005913
Tmem41a	0.020265	0.005913
Gata6	0.020301	0.005913
Metap1	0.020381	0.005913
Cebpz	0.020565	0.005913
Sox13	0.020748	0.005913
Gde1	0.020888	0.005913
Pxk	0.021085	0.005913
Lmbr1l	0.021092	0.005913
Kctd10	0.021541	0.005913
Sumo3	0.02162	0.005913
1110057K04Rik	0.021645	0.005913
Atp6v0e2	0.021753	0.005913
Sgms1	0.021757	0.005913
Stat1	0.022125	0.005913
Gse1	0.02262	0.005913
Rnf139	0.022633	0.005913
Zbtb41	0.022673	0.005913
Prps1	0.022715	0.005913
Fam222b	0.023325	0.005913
Gsk3a	0.023909	0.005913
0610011F06Rik	0.024112	0.005913
Orc3	0.024267	0.005913
Alcam	0.02439	0.005913
Tmx3	0.024394	0.005913
2310001H17Rik	0.024871	0.005913
Cdc25b	0.025064	0.005913
Ncoa7	0.025203	0.005913
Pid1	0.025462	0.005913
Sbds	0.025913	0.005913
Pcyt1a	0.025995	0.005913
Cab39l	0.026023	0.005913
Clcc1	0.026055	0.005913
Rptor	0.026349	0.005913
Zcchc10	0.026391	0.005913
Lmnb2	0.026401	0.005913
Acly	0.026564	0.005913
Nol11	0.026819	0.005913
Ehmt2	0.026931	0.005913
Smc2	0.027603	0.005913
Tmem175	0.027824	0.005913
2810417H13Rik	0.028063	0.005913
B230354K17Rik	0.028393	0.005913
Srsf4	0.02852	0.005913
Slc15a4	0.028666	0.005913
Med17	0.028803	0.005913
Clpb	0.028818	0.005913
Sh3pxd2b	0.028842	0.005913
Med9	0.028892	0.005913
Fuk	0.028967	0.005913
Herc6	0.029053	0.005913
Narfl	0.029114	0.005913
Tc2n	0.029279	0.005913
Rrm1	0.029491	0.005913
Slc2a4rg-ps	0.029601	0.005913
1190002F15Rik	0.029776	0.005913
Dpysl3	0.030133	0.005913
BC052040	0.030337	0.005913
Cyp2d26	0.03045	0.005913
Gtf2f2	0.03125	0.005913
Tmem126b	0.0318	0.005913
Tmem82	0.031905	0.005913
Tmem47	0.032185	0.005913
Brca2	0.03223	0.005913
Fam173b	0.032477	0.005913
Thap11	0.032701	0.005913
Rgma	0.032922	0.005913
Polr3e	0.032997	0.005913
Prss8	0.033127	0.005913
Pik3cd	0.033302	0.005913
Stx18	0.033374	0.005913
Zdhhc2	0.033542	0.005913
Grhl2	0.033627	0.005913
Runx1t1	0.033861	0.005913
Itfg2	0.034162	0.005913
Rps10-ps1	0.034451	0.005913
Tsc2	0.034849	0.005913
Cdpf1	0.035162	0.005913
H2-Q1	0.03529	0.005913
Cilp	0.036037	0.005913
Igf2r	0.036258	0.005913
Tmem237	0.036338	0.005913
Chsy1	0.036477	0.005913
Xkr6	0.036511	0.005913
Isy1	0.036594	0.005913
Tbc1d16	0.036723	0.005913
Tbc1d31	0.036986	0.005913
Alkbh6	0.0375	0.005913
Urod	0.038444	0.005913
Zswim7	0.038713	0.005913
Ccdc94	0.039515	0.005913
Pdp1	0.03976	0.005913
AI464131	0.039977	0.005913
Hps6	0.040311	0.005913
BC065397	0.040583	0.005913
Glmn	0.040678	0.005913
Mir99ahg	0.040893	0.005913
Syde2	0.041313	0.005913
Erh	0.041661	0.005913
Tek	0.042287	0.005913
Sphk1	0.04253	0.005913
Wdfy1	0.044083	0.005913
Hoxc5	0.044109	0.005913
C1qtnf1	0.044121	0.005913
Filip1	0.044403	0.005913
Fam187b	0.045986	0.005913
Brms1l	0.046697	0.005913
Cenpq	0.047232	0.005913
Gpsm3	0.0476	0.005913
Reg3g	0.047726	0.005913
Dpep2	0.047941	0.005913
AI504432	0.048491	0.005913
Mtr	0.048818	0.005913
Glis2	0.048863	0.005913
Mettl2	0.049337	0.005913
1500009L16Rik	0.049436	0.005913
Lrrc75b	0.05112	0.005913
Soga3	0.051345	0.005913
Gas8	0.051524	0.005913
Cttnbp2	0.051878	0.005913
Gimap8	0.056256	0.005913
Gm12940	0.056274	0.005913
Gemin2	0.056496	0.005913
Gm11722	0.056695	0.005913
4930524J08Rik	0.057033	0.005913
Lsamp	0.058381	0.005913
Gpr39	0.058412	0.005913
Pxdc1	0.059284	0.005913
Gnb1l	0.059885	0.005913
D130017N08Rik	0.06084	0.005913
Gm25188	0.060899	0.005913
Mief2	0.061541	0.005913
Usp35	0.06271	0.005913
Bcl6b	0.063671	0.005913
Ablim3	0.064033	0.005913
Nckap5l	0.064291	0.005913
Aox1	0.06551	0.005913
Gm4707	0.065669	0.005913
Adarb1	0.068054	0.005913
E130317F20Rik	0.068473	0.005913
Ccdc60	0.068992	0.005913
Mrpl23	0.069903	0.005913
mt-Tr	0.071681	0.005913
Mycn	0.072007	0.005913
Map3k8	0.072419	0.005913
Atp7b	0.072521	0.005913
Gm26881	0.073422	0.005913
RP23-114N1.5	0.073625	0.005913
RP23-124B2.3	0.074116	0.005913
Alg10b	0.076595	0.005913
Slc4a5	0.077362	0.005913
2810021J22Rik	0.078323	0.005913
Tro	0.079757	0.005913
Mtap7d3	0.081827	0.005913
Hist1h2ab	0.082162	0.005913
Gm11249	0.082953	0.005913
RP23-444I6.3	0.0847	0.005913
Rpusd2	0.084755	0.005913
Fam178b	0.085992	0.005913
Gm10676	0.086505	0.005913
Atp8b5	0.087154	0.005913
Cckar	0.090258	0.005913
Gm9833	0.090479	0.005913
Gm6733	0.096045	0.005913
RP23-331M15.1	0.100028	0.005913
Pde6g	0.103059	0.005913
RP23-260J11.4	0.105288	0.005913
Gm17250	0.108311	0.005913
Gpr45	0.109201	0.005913
2010308F09Rik	0.110368	0.005913
Sctr	0.111648	0.005913
Mkrn3	0.111774	0.005913
Zfp97	0.112152	0.005913
Gm27441	0.113607	0.005913
Scp2-ps2	0.114631	0.005913
Gm7325	0.115211	0.005913
Gm13270	0.115279	0.005913
Atp6v0d2	0.117871	0.005913
RP23-345J21.1	0.118497	0.005913
Ifitm10	0.118624	0.005913
Gm5898	0.118968	0.005913
Nell1	0.121516	0.005913
Slc34a1	0.123917	0.005913
Ppp4c	0.124123	0.005913
Cntfr	0.130452	0.005913
Gm14269	0.132362	0.005913
Itgb1bp2	0.135084	0.005913
Gm8181	0.143198	0.005913
4933407L21Rik	0.143648	0.005913
Rad21l	0.144167	0.005913
Wnt10a	0.144399	0.005913
Ddx4	0.144815	0.005913
Gm5637	0.145402	0.005913
Omd	0.145757	0.005913
Sycp1	0.145812	0.005913
4930448N21Rik	0.145846	0.005913
Clec2g	0.14614	0.005913
Eqtn	0.146169	0.005913
RP23-46B12.7	0.146294	0.005913
Ntf5	0.14635	0.005913
RP24-276N20.3	0.146975	0.005913
Gm28068	0.147255	0.005913
Xirp1	0.14726	0.005913
Best2	0.147666	0.005913
Gm12058	0.147978	0.005913
Cacng5	0.149028	0.005913
Serpina3m	0.149042	0.005913
C230062I16Rik	0.149085	0.005913
Rps27a-ps1	0.149301	0.005913
Plet1os	0.149527	0.005913
Igkv6-15	0.14958	0.005913
Rpl35a-ps7	0.149777	0.005913
Igkv10-96	0.149899	0.005913
Dcdc2a	0.150002	0.005913
C330013J21Rik	0.150078	0.005913
Gm9812	0.1501	0.005913
Gm3362	0.15025	0.005913
Rergl	0.150884	0.005913
A530053G22Rik	0.151103	0.005913
Adora3	0.151104	0.005913
Chdc2	0.151169	0.005913
Tgm4	0.151252	0.005913
A830005F24Rik	0.151347	0.005913
Gm9625	0.151406	0.005913
Plekhg4	0.151452	0.005913
Cks1brt	0.151585	0.005913
Gm15428	0.151889	0.005913
Rpl31-ps10	0.152047	0.005913
RP23-293I7.3	0.152114	0.005913
Eln	0.152115	0.005913
RP23-116C1.1	0.152444	0.005913
Gm25426	0.152447	0.005913
Cldn9	0.152449	0.005913
Gm23368	0.15245	0.005913
Apol7b	0.152458	0.005913
6720483E21Rik	0.152497	0.005913
Gm29642	0.152538	0.005913
Fmo6	0.152541	0.005913
Gm26888	0.152541	0.005913
1700047K16Rik	0.152549	0.005913
Gm5815	0.152562	0.005913
S100a3	0.152562	0.005913
Gm25821	0.152566	0.005913
E330017L17Rik	0.152591	0.005913
Krt6b	0.152591	0.005913
Khdc1a	0.152595	0.005913
Eomes	0.152597	0.005913
Gm16096	0.152606	0.005913
Gm26710	0.152628	0.005913
Gm29397	0.152628	0.005913
Gm15984	0.15263	0.005913
Ppef1	0.152631	0.005913
Gm15397	0.152631	0.005913
Gm10286	0.152632	0.005913
Krt1	0.152636	0.005913
2610028E06Rik	0.15264	0.005913
Rps19-ps11	0.152642	0.005913
Txlnb	0.152642	0.005913
Tex38	0.152643	0.005913
Lincenc1	0.152645	0.005913
Gm15226	0.152648	0.005913
Lin28a	0.152652	0.005913
Mnd1-ps	0.152654	0.005913
Klf14	0.152655	0.005913
Htr2c	0.152659	0.005913
Gm13146	0.152682	0.005913
Slc35f3	0.152683	0.005913
RP23-275B16.1	0.152684	0.005913
2310047D07Rik	0.152693	0.005913
Gm14740	0.152696	0.005913
Gm24607	0.152698	0.005913
Elovl3	0.152698	0.005913
RP24-541P18.1	0.152699	0.005913
4932443L11Rik	0.152707	0.005913
Gm20430	0.152718	0.005913
Gm8000	0.152719	0.005913
Ctxn2	0.152726	0.005913
Trim67	0.152732	0.005913
Gm11653	0.152735	0.005913
Gm16083	0.152736	0.005913
Gm24355	0.152736	0.005913
Gm15739	0.152737	0.005913
Gm24666	0.152737	0.005913
Gm10399	0.152738	0.005913
RP24-153N24.3	0.15274	0.005913
Gm29340	0.15274	0.005913
Bdkrb2	0.152741	0.005913
WI1-298L18.1	0.152747	0.005913
Gm6808	0.152747	0.005913
Gm13186	0.152751	0.005913
Ush1g	0.152751	0.005913
4930552P12Rik	0.152752	0.005913
Gm766	0.152753	0.005913
RP23-343K17.2	0.152754	0.005913
Gm27033	0.15276	0.005913
Gm22299	0.152761	0.005913
Dpcr1	0.152761	0.005913
Gm12096	0.152762	0.005913
Gm9364	0.152762	0.005913
Bbox1	0.152762	0.005913
B230216G23Rik	0.152764	0.005913
RP24-286D13.2	0.152772	0.005913
Ppapdc1a	0.152783	0.005913
Dnali1	0.152784	0.005913
RP23-290N20.2	0.152808	0.005913
Gm20692	0.152808	0.005913
Gm23780	0.152811	0.005913
Pou3f3	0.152815	0.005913
Gm5466	0.152821	0.005913
Gm13496	0.152823	0.005913
Gm13992	0.152823	0.005913
Gm29214	0.152824	0.005913
Klhl40	0.152833	0.005913
Olfr288	0.152845	0.005913
Rhpn1	0.152846	0.005913
Gpr75	0.152847	0.005913
Gm26753	0.152852	0.005913
Gm15989	0.152853	0.005913
Gm12517	0.152855	0.005913
Gm28578	0.152856	0.005913
Fam166b	0.152856	0.005913
Vstm2a	0.152867	0.005913
Gm20111	0.152875	0.005913
A830012C17Rik	0.152876	0.005913
Rplp1-ps1	0.152876	0.005913
RP23-448A11.17	0.152877	0.005913
Rnf148	0.152878	0.005913
Kctd17	0.152879	0.005913
Tmem40	0.152885	0.005913
Daf2	0.152888	0.005913
4833422M21Rik	0.15289	0.005913
Apol8	0.15289	0.005913
8430436N08Rik	0.152892	0.005913
Gm22739	0.152893	0.005913
Gm8731	0.152897	0.005913
Gm5393	0.152899	0.005913
Nfe2l3	0.152961	0.005913
Gm11496	0.152989	0.005913
Gm13448	0.152992	0.005913
Gm16998	0.153064	0.005913
Halr1	0.153075	0.005913
Lor	0.153079	0.005913
Dok5	0.153082	0.005913
Gm8577	0.153083	0.005913
1700001G11Rik	0.153107	0.005913
Rpl35a-ps6	0.153122	0.005913
Gm25500	0.153131	0.005913
Gm25203	0.153147	0.005913
Gm6517	0.153153	0.005913
Gm10300	0.153176	0.005913
Gm15798	0.153182	0.005913
Gm10287	0.153192	0.005913
RP23-389J8.2	0.153198	0.005913
Gm7162	0.153293	0.005913
Pax6os1	0.153354	0.005913
Egfem1	0.153425	0.005913
5730522E02Rik	0.153434	0.005913
4930540M05Rik	0.153436	0.005913
Tmem8c	0.153637	0.005913
Cyp2c67	0.153861	0.005913
Gm25259	0.154031	0.005913
Gm26706	0.154228	0.005913
Gm17399	0.154384	0.005913
RP24-201C14.12	0.15444	0.005913
Gm7289	0.155144	0.005913
Trp63	0.155206	0.005913
Tnfsf9	0.155487	0.005913
Gm10735	0.155501	0.005913
Snord45b	0.155835	0.005913
Gm7418	0.155963	0.005913
9430021M05Rik	0.156175	0.005913
Gm2093	0.156283	0.005913
Lrriq1	0.156381	0.005913
Gm5577	0.156386	0.005913
Lppr1	0.156645	0.005913
Gm11675	0.156695	0.005913
Crhr2	0.156758	0.005913
Itgad	0.15687	0.005913
Gm13567	0.157054	0.005913
Lrtm2	0.157415	0.005913
Gm16523	0.157579	0.005913
Trmt112-ps2	0.157994	0.005913
mt-Ty	0.15827	0.005913
RP23-416H10.8	0.159737	0.005913
Gm8337	0.16036	0.005913
4930470G03Rik	0.160534	0.005913
Gm15816	0.160984	0.005913
RP23-349L18.2	0.161171	0.005913
Gm8317	0.161205	0.005913
Gm16253	0.161399	0.005913
Tmem235	0.161884	0.005913
Rps19-ps4	0.161997	0.005913
Gm20069	0.162491	0.005913
Gm14017	0.163772	0.005913
Llph-ps1	0.163775	0.005913
RP24-297J20.4	0.164423	0.005913
Rps6-ps4	0.164933	0.005913
Uba52	0.167332	0.005913
Gm23248	0.17093	0.005913
Gm7984	0.170963	0.005913
Gm9949	0.171108	0.005913
Dcaf12l2	0.17161	0.005913
Stfa2	0.175824	0.005913
Nwd2	0.176631	0.005913
Gm5141	0.178231	0.005913
Gm26674	0.178418	0.005913
S100a9	0.178442	0.005913
Scarna13	0.17874	0.005913
Adamts20	0.178843	0.005913
Gm10184	0.179182	0.005913
Gm14420	0.179375	0.005913
Zpbp	0.180217	0.005913
Gm14429	0.181189	0.005913
Amer2	0.182229	0.005913
4930570D08Rik	0.182983	0.005913
Crtc2	0.18365	0.005913
Gm6177	0.185153	0.005913
Gm12762	0.1865	0.005913
RP24-282D16.4	0.186768	0.005913
Snora41	0.187261	0.005913
n-R5s193	0.19135	0.005913
Klhl1	0.192436	0.005913
Col6a6	0.193529	0.005913
Dnah2os	0.193666	0.005913
Gm6097	0.193881	0.005913
1700023L04Rik	0.195775	0.005913
Ankdd1b	0.196025	0.005913
Gm14140	0.197886	0.005913
Igsf1	0.200812	0.005913
Oas1f	0.205161	0.005913
Tmem185b	0.208474	0.005913
Gp9	0.213241	0.005913
Gm26735	0.214413	0.005913
L3mbtl1	0.216739	0.005913
Gm7665	0.217764	0.005913
3110083C13Rik	0.218056	0.005913
Gm14319	0.247141	0.005913
3110007F17Rik	0.148215	0.005905
RP23-65G17.3	-0.085605	0.005875
Metap1d	-0.033557	0.005875
Map1lc3b	-0.013636	0.005875
Zfp956	0.031047	0.005875
Bves	0.040458	0.005875
Gpr137b-ps	0.090589	0.005875
Ecel1	0.139406	0.005875
Rnf112	-0.085277	0.005865
Sptbn2	-0.085263	0.005865
H2-Q10	0.042785	0.005865
Zfp94	0.068472	0.005865
Slmo1	0.084837	0.005865
2010320O07Rik	0.141284	0.005865
Tmsb15l	0.14512	0.005865
Apitd1	-0.040846	0.005822
Ppp4r1l-ps	0.020775	0.005822
Gm15163	-0.063244	0.005817
9430020K01Rik	-0.039019	0.005817
Cd3d	0.058076	0.005817
Gm29125	0.141138	0.005817
4930405O22Rik	0.157303	0.005817
Ywhaz	-0.015151	0.005786
Mia2	0.03074	0.005786
2310009B15Rik	0.034459	0.005786
Snx15	0.04189	0.005786
Gm5576	0.071687	0.005786
Nin	0.031443	0.005764
RP23-411L6.3	0.14014	0.005764
Gm26772	0.143161	0.005764
Gm22056	0.156515	0.005764
Mvp	-0.018512	0.005749
RP24-92A2.1	0.055269	0.005749
Myh8	0.180825	0.005749
Las1l	0.022984	0.005608
Scn1b	0.038645	0.005608
Mesp1	-0.113143	0.005586
Pllp	0.021507	0.005482
Fbln5	0.031206	0.005482
Gm13378	-0.160418	0.005473
Csf2rb2	-0.060318	0.005473
Lysmd2	-0.035867	0.005473
Vps11	-0.025193	0.005473
Plgrkt	-0.021234	0.005473
Nipal1	-0.01974	0.005473
Mtmr3	-0.019333	0.005473
Rpl9	-0.017495	0.005473
Wsb2	-0.014955	0.005473
Atp5a1	0.011687	0.005473
Akap13	0.013242	0.005473
Gigyf2	0.015809	0.005473
Usp45	0.016673	0.005473
1110037F02Rik	0.016989	0.005473
Odf2	0.018035	0.005473
Macrod2	0.03078	0.005473
Setdb1	0.032287	0.005473
Osgin2	0.037528	0.005473
Zfp770	0.041063	0.005473
Kctd12b	0.042892	0.005473
RP23-73N8.3	0.063894	0.005473
RP24-441N3.2	0.102682	0.005473
Gm22362	0.112802	0.005473
Slc38a5	0.137727	0.005473
Otor	0.140737	0.005473
Fer1l4	0.14243	0.005473
Igkv4-57-1	0.157456	0.005473
RP23-173H19.3	0.157516	0.005473
Trank1	0.16223	0.005473
Gm15921	0.169769	0.005473
Zfp507	-0.034226	0.005454
Shpk	0.023259	0.005454
Sgk3	0.023782	0.005454
Polr3a	0.025268	0.005454
Efcab11	0.104889	0.005454
Ctgf	-0.080083	0.005365
Kcnc2	-0.086917	0.005319
Papd4	-0.052865	0.005319
Pdgfra	-0.026378	0.005319
Gm10645	0.180649	0.005278
5330426P16Rik	0.042322	0.005264
Maged1	0.022421	0.005171
Rpl36a-ps1	-0.079237	0.005109
Bub1	-0.045075	0.005109
Hdac10	0.031186	0.005109
Gm28661	0.068372	0.005109
Kirrel2	0.142435	0.005109
Adprhl2	-0.037184	0.005085
Pwp2	-0.035608	0.005085
Cldn4	-0.03188	0.005085
Pla2g5	0.050396	0.005085
Gssos2	0.203968	0.005085
Gm28557	-0.060596	0.005069
Tcte2	-0.051727	0.005069
Tomm34	-0.021872	0.005069
Zhx1	0.023605	0.005036
Elf2	-0.020335	0.005002
H2afx	0.022441	0.005002
Hist1h2bq	0.137613	0.005002
Rpf2	0.022502	0.004993
1810008I18Rik	0.06987	0.004993
A230056P14Rik	0.069907	0.004993
Vwa5b2	0.04653	0.004991
Mllt11	-0.022462	0.004934
Gm26852	0.17822	0.004934
Gm26534	-0.092437	0.004932
Klrk1	-0.07034	0.004932
Minpp1	-0.041761	0.004932
Zfp637	-0.03051	0.004932
Arrdc3	-0.028925	0.004932
Asxl1	-0.021038	0.004932
Etv6	-0.020743	0.004932
Spns1	-0.020023	0.004932
Agr2	-0.018779	0.004932
Hspa9	-0.018093	0.004932
Kxd1	-0.01781	0.004932
Gatad2a	-0.017033	0.004932
Tuba4a	-0.016993	0.004932
Dusp11	-0.014272	0.004932
Chchd2	0.015752	0.004932
Gstz1	0.017002	0.004932
Hexim1	0.019496	0.004932
Gripap1	0.019971	0.004932
Recql	0.023494	0.004932
Hmgb3	0.028969	0.004932
Gm21971	0.072538	0.004932
Sag	0.080509	0.004932
Adcy8	0.083518	0.004932
Lrfn3	0.083593	0.004932
RP23-285H9.2	0.100481	0.004932
AW822252	0.133513	0.004932
Wnt10b	0.13956	0.004932
Gm17511	0.148628	0.004932
A930024N18Rik	-0.089245	0.004868
Commd2	-0.02347	0.004868
Lrrfip2	-0.013501	0.004868
Zkscan2	0.137828	0.004868
RP24-498P8.3	-0.149426	0.004855
Zcchc6	0.013194	0.004855
Zfp273	0.062021	0.004849
Gm12791	0.12903	0.004849
Gm3531	0.13173	0.004824
RP24-188H2.3	-0.046185	0.004803
Pop4	0.025217	0.004657
RP23-93D12.1	0.049458	0.004657
Srcin1	-0.061426	0.004619
