	log2(fc)	log10(adj. p-value)
Tgfbrap1	0.040174	0.021326
Snhg7	0.040914	0.021326
Mettl16	0.042685	0.021326
Rcan1	0.04494	0.021326
Ano6	0.045744	0.021326
Tuba1c	0.046192	0.021326
Klhl26	0.05187	0.021326
Abcb8	0.052115	0.021326
Tspan14	0.053801	0.021326
Zfp637	0.060446	0.021326
Cstf2t	0.060681	0.021326
Trmt10b	0.066078	0.021326
Gm11413	0.067022	0.021326
Emb	0.068612	0.021326
Ddx51	0.068883	0.021326
Mfap3l	0.069524	0.021326
Il15ra	0.070041	0.021326
Gm26586	0.07052	0.021326
Tatdn3	0.071775	0.021326
Gm29361	0.072006	0.021326
Gm17826	0.072696	0.021326
RP24-113A5.1	0.074469	0.021326
Gm15489	0.074526	0.021326
Zfpm1	0.076305	0.021326
Igtp	0.078639	0.021326
Gstm6	0.080798	0.021326
D830044D21Rik	0.082149	0.021326
Tnfsf13b	0.082494	0.021326
Arnt2	0.084166	0.021326
Senp3	0.084926	0.021326
Cenpo	0.085379	0.021326
Efemp2	0.086505	0.021326
Klhl14	0.08885	0.021326
Gm25317	0.090292	0.021326
Rps8-ps3	0.090292	0.021326
Gm12663	0.090292	0.021326
Unc45bos	0.090736	0.021326
Spef2	0.091199	0.021326
RP23-21P2.2	0.096232	0.021326
Oscp1	0.097969	0.021326
Cd248	0.100108	0.021326
Gm26739	0.101658	0.021326
Vwa3a	0.103272	0.021326
Shank3	0.104107	0.021326
Cdnf	0.104415	0.021326
Lhfpl5	0.104682	0.021326
Capn15	0.105155	0.021326
D430018E03Rik	0.106948	0.021326
Fcrls	0.108065	0.021326
Snord49b	0.108442	0.021326
A330069E16Rik	0.110198	0.021326
Defb39	0.110637	0.021326
Zfp202	0.111812	0.021326
Syn1	0.111844	0.021326
Adcy1	0.114615	0.021326
Ssu2	0.114788	0.021326
Ccdc39	0.114962	0.021326
Gm2962	0.117124	0.021326
Ryr1	0.122115	0.021326
Slc19a2	0.128738	0.021326
AB124611	0.130039	0.021326
Slc35d3	-0.110596	0.021299
BE692007	-0.095948	0.021299
Dok3	-0.083579	0.021299
Fam189a2	-0.060318	0.021299
Dnajc10	-0.031259	0.021299
Bfar	-0.029306	0.021299
Rac2	0.062305	0.021299
Cd40lg	0.074526	0.021299
Tpt1-ps3	-0.130778	0.021289
RP24-308L17.1	-0.114251	0.021289
Enpp7	-0.10594	0.021289
Pcdhb11	-0.103485	0.021289
Gm4651	-0.103096	0.021289
n-R5s193	-0.101018	0.021289
Ggn	-0.100863	0.021289
Mamld1	-0.088584	0.021289
9530046B11Rik	-0.087433	0.021289
Pou3f1	-0.087218	0.021289
Dpys	-0.081931	0.021289
1700023H06Rik	-0.08108	0.021289
Gm20620	-0.078776	0.021289
Tal2	-0.077649	0.021289
Gm9105	-0.077649	0.021289
Gm14019	-0.077649	0.021289
Scarna6	-0.077213	0.021289
Kcns2	-0.071727	0.021289
Gm22063	-0.071727	0.021289
Ctrb1	-0.070566	0.021289
Gm8724	-0.070566	0.021289
Mirlet7a-1	-0.070566	0.021289
Gm2568	-0.070566	0.021289
AI115009	-0.070566	0.021289
Lpar5	-0.069072	0.021289
Usp20	-0.062305	0.021289
H2-Q1	-0.056199	0.021289
Sf3a2	-0.047795	0.021289
Abi3bp	-0.046938	0.021289
Bckdhb	-0.040802	0.021289
Slc51b	-0.039699	0.021289
Esrra	-0.0376	0.021289
Sun1	-0.037377	0.021289
Cenpv	-0.035838	0.021289
Kdm5b	-0.032279	0.021289
Stx16	-0.031469	0.021289
Tmem258	-0.029394	0.021289
Ap1b1	-0.028151	0.021289
Cycs	-0.025347	0.021289
Gpd2	-0.024252	0.021289
Rnf121	0.029078	0.021289
Ctr9	0.03229	0.021289
Tia1	0.032926	0.021289
Arid5b	0.033393	0.021289
P2rx4	0.034328	0.021289
Eif4a2	0.054524	0.021289
Ucp2	0.057162	0.021289
RP23-152I6.2	0.07052	0.021289
Gm16200	0.074526	0.021289
Nynrin	0.077937	0.021289
Gm11496	0.089398	0.021289
Bik	0.096389	0.021289
RP24-96D10.4	0.096461	0.021289
Cd101	0.101756	0.021289
RP24-78E16.3	0.102945	0.021289
Hcar2	0.105769	0.021289
Gm10639	0.105856	0.021289
Cxcl1	0.14984	0.021289
Dkk4	-0.074912	0.021269
Gyk	-0.030457	0.021269
Lmo3	-0.11903	0.021262
RP23-18J18.1	-0.115157	0.021262
Gm4887	-0.111126	0.021262
Tefm	-0.104111	0.021262
Igf2bp3	-0.099748	0.021262
Banf2os	-0.098123	0.021262
Dpp6	-0.096619	0.021262
Gm10647	-0.096028	0.021262
Gm16565	-0.094414	0.021262
Il21r	-0.09375	0.021262
RP24-483O2.2	-0.092801	0.021262
Myoc	-0.092632	0.021262
Rpl31-ps10	-0.090071	0.021262
Pcdhga5	-0.088584	0.021262
Dnaic2	-0.083499	0.021262
E130114P18Rik	-0.077464	0.021262
Ush1g	-0.071727	0.021262
Lman1l	-0.071727	0.021262
Pax5	-0.070566	0.021262
Tmem72	-0.070566	0.021262
Wfdc13	-0.070566	0.021262
Gm16061	-0.070566	0.021262
Lhx1os	-0.070566	0.021262
Gm22667	-0.070566	0.021262
1700081H04Rik	-0.070566	0.021262
A430010J10Rik	-0.069072	0.021262
Gm15246	-0.069072	0.021262
Gm7289	-0.069072	0.021262
Apoc3	-0.060715	0.021262
Cyp2c68	-0.053748	0.021262
Fancl	-0.043135	0.021262
Gid4	-0.037752	0.021262
Cdk5	-0.035268	0.021262
Rae1	-0.033249	0.021262
Asah1	-0.033002	0.021262
Glud1	-0.031335	0.021262
Slc16a5	0.030298	0.021262
Eci1	0.031689	0.021262
Ubac1	0.033919	0.021262
Rps4l	0.035854	0.021262
Pde3a	0.036039	0.021262
Npc1l1	0.039941	0.021262
Tpm3-rs7	0.042126	0.021262
Setd1b	0.048081	0.021262
Aldoc	0.050538	0.021262
Lpxn	0.071249	0.021262
Morc2a	0.076874	0.021262
AW551984	0.083557	0.021262
Acot12	0.115492	0.021262
Gm15879	-0.079261	0.021252
Ces1h	-0.069072	0.021252
Igf1r	-0.054077	0.021252
Cass4	0.105669	0.021252
Elfn2	-0.089127	0.021132
Trim63	0.08841	0.021132
Gm5256	-0.069445	0.021121
Nrn1	-0.110079	0.021089
Wdr63	-0.096502	0.021089
RP23-435E15.3	-0.088584	0.021089
Gm7461	-0.083269	0.021089
Gm12715	-0.081931	0.021089
Gm12022	-0.081931	0.021089
Klf14	-0.071727	0.021089
Gm25832	-0.069072	0.021089
Exoc2	-0.054388	0.021089
Kxd1	-0.027954	0.021089
Baz2b	0.019649	0.021089
Dctn4	0.026724	0.021089
Snx17	0.039503	0.021089
Klhl20	0.045639	0.021089
Zfp772	0.064777	0.021089
Scaf1	0.068441	0.021089
RP23-124N16.3	0.080637	0.021089
Kcna4	0.091778	0.021089
Myom3	-0.071138	0.021062
Kdm5d	-0.314155	0.020994
Kcnj13	-0.119216	0.020994
Aplnr	-0.115745	0.020994
Sprr2a3	-0.114947	0.020994
Vpreb1	-0.110882	0.020994
RP23-379C24.2	-0.110009	0.020994
5-Sep	-0.109322	0.020994
1500015O10Rik	-0.107188	0.020994
3110002H16Rik	-0.103919	0.020994
Kcnu1	-0.103055	0.020994
Brsk2	-0.10151	0.020994
RP23-26I10.2	-0.100911	0.020994
Tpbg	-0.100429	0.020994
Zranb3	-0.100039	0.020994
Tldc1	-0.099422	0.020994
Gm15440	-0.095586	0.020994
Xlr	-0.094985	0.020994
Fbxw24	-0.094418	0.020994
Ttll2	-0.093482	0.020994
RP23-295C23.2	-0.093386	0.020994
RP23-453N3.4	-0.092606	0.020994
Gm13736	-0.092012	0.020994
Rpl27-ps3	-0.091411	0.020994
Tceal1	-0.091201	0.020994
Gm10053	-0.089793	0.020994
Prss35	-0.088584	0.020994
Ighv10-1	-0.088584	0.020994
Gm5879	-0.087218	0.020994
Ano4	-0.086977	0.020994
Fhit	-0.086504	0.020994
Glt8d2	-0.086233	0.020994
Gm10548	-0.085965	0.020994
Phyhipl	-0.084993	0.020994
Slc1a7	-0.084445	0.020994
Rbm11	-0.082566	0.020994
Tmem213	-0.081931	0.020994
Egfem1	-0.081931	0.020994
Gm22786	-0.081931	0.020994
Gm15657	-0.081931	0.020994
F13a1	-0.081458	0.020994
Get4	-0.080553	0.020994
Gm26737	-0.080467	0.020994
Gm14399	-0.080262	0.020994
Gm4211	-0.080262	0.020994
Sv2a	-0.080175	0.020994
Cep112os2	-0.079797	0.020994
Gm12042	-0.079698	0.020994
Gm25897	-0.078776	0.020994
Gtf2a1l	-0.078501	0.020994
Snord70	-0.077649	0.020994
RP23-26I10.4	-0.077649	0.020994
RP23-440J24.5	-0.077649	0.020994
Tceanc	-0.077018	0.020994
2310043L19Rik	-0.074514	0.020994
Nrxn1	-0.074484	0.020994
Gm10550	-0.07439	0.020994
Impg1	-0.074128	0.020994
Gm15798	-0.073231	0.020994
Tex22	-0.071727	0.020994
1700093K21Rik	-0.071727	0.020994
Gp9	-0.071727	0.020994
Gpr63	-0.071727	0.020994
Fam83a	-0.071727	0.020994
Mir28a	-0.071727	0.020994
Gm13230	-0.071727	0.020994
Gm15157	-0.071727	0.020994
Gm20535	-0.071727	0.020994
Snora15	-0.071727	0.020994
Ighv9-4	-0.071727	0.020994
RP24-260D21.2	-0.071727	0.020994
Ddx11	-0.071333	0.020994
Il5ra	-0.070566	0.020994
Slc9b2	-0.070566	0.020994
Gm4883	-0.070566	0.020994
2610206C17Rik	-0.070566	0.020994
Gm13381	-0.070566	0.020994
Gm24018	-0.070566	0.020994
Gm25076	-0.070566	0.020994
E030044B06Rik	-0.070566	0.020994
Gm28192	-0.070566	0.020994
RP23-13G1.7	-0.070566	0.020994
Pcdhga1	-0.070566	0.020994
Slc4a9	-0.070145	0.020994
Gm17271	-0.070115	0.020994
Ppp1cc	-0.069606	0.020994
Sgcg	-0.069283	0.020994
Gstt4	-0.069072	0.020994
Cpn2	-0.069072	0.020994
Prok2	-0.069072	0.020994
Rnf133	-0.069072	0.020994
n-R5s33	-0.069072	0.020994
6430531B16Rik	-0.069072	0.020994
Gm15984	-0.069072	0.020994
1700003G18Rik	-0.069072	0.020994
1700122E12Rik	-0.069072	0.020994
Gm17173	-0.069072	0.020994
Snord8	-0.069072	0.020994
BC065403	-0.069072	0.020994
Gm26696	-0.069072	0.020994
Rpl23a-ps5	-0.069072	0.020994
RP23-71K9.3	-0.069072	0.020994
Lrrc7	-0.069072	0.020994
Sox15	-0.069072	0.020994
Gm10051	-0.069072	0.020994
Gm6311	-0.069072	0.020994
Gm10118	-0.069072	0.020994
Gpr113	-0.069072	0.020994
Rsg1	-0.069072	0.020994
Gm12734	-0.069072	0.020994
Gm24003	-0.069072	0.020994
Gm8696	-0.069072	0.020994
Bloc1s3	-0.068654	0.020994
RP24-282D16.9	-0.068262	0.020994
9930014A18Rik	-0.067627	0.020994
Ppm1m	-0.066504	0.020994
Ighmbp2	-0.066501	0.020994
Gm11638	-0.06614	0.020994
Napepld	-0.065991	0.020994
Zfp963	-0.065746	0.020994
Rps27rt	-0.060616	0.020994
Klc2	-0.057733	0.020994
Edem2	-0.053509	0.020994
Nek3	-0.05278	0.020994
Oplah	-0.052777	0.020994
B9d2	-0.051419	0.020994
Pxdn	-0.047886	0.020994
Proser1	-0.046752	0.020994
RP24-546N2.2	-0.045734	0.020994
Fastkd2	-0.045249	0.020994
Ddit3	-0.042956	0.020994
Ccm2	-0.042118	0.020994
Fmn1	-0.041999	0.020994
Med11	-0.041802	0.020994
Hdac1	-0.041137	0.020994
B4galnt2	-0.039813	0.020994
Hip1r	-0.039737	0.020994
D030056L22Rik	-0.038815	0.020994
Cox19	-0.037049	0.020994
Ngdn	-0.036453	0.020994
Farp2	-0.03505	0.020994
Map4k3	-0.034187	0.020994
Pik3r1	-0.034123	0.020994
Slc5a6	-0.03368	0.020994
Med4	-0.033661	0.020994
Pgap1	-0.033496	0.020994
Oaz1	-0.033234	0.020994
Xpnpep1	-0.032518	0.020994
Chid1	-0.032314	0.020994
Cdkn2aip	-0.032156	0.020994
Aph1a	-0.031538	0.020994
Kdm4a	-0.031021	0.020994
Oit1	-0.03066	0.020994
Dtx3l	-0.029164	0.020994
Kdelr2	-0.028819	0.020994
Vps26b	-0.028637	0.020994
Ttc4	-0.028363	0.020994
Gtf2ird1	-0.027147	0.020994
Cd47	-0.024486	0.020994
Zcchc6	-0.024151	0.020994
Atp6v1c1	-0.023699	0.020994
Rab8a	-0.02	0.020994
Zfp106	0.023583	0.020994
Kpnb1	0.023686	0.020994
Utp3	0.024568	0.020994
Snw1	0.025293	0.020994
Hn1	0.025573	0.020994
Ube2j1	0.027047	0.020994
Cdk7	0.027339	0.020994
Nipsnap1	0.027487	0.020994
Rabgap1	0.027512	0.020994
Ssbp3	0.027519	0.020994
Mxi1	0.028997	0.020994
Cnpy3	0.030182	0.020994
Snrpa1	0.030895	0.020994
Gga3	0.031832	0.020994
Psen1	0.032012	0.020994
Wipf1	0.032104	0.020994
Rqcd1	0.032285	0.020994
Ier5	0.033448	0.020994
Mapkbp1	0.035445	0.020994
Tmbim6	0.035768	0.020994
Wrnip1	0.037226	0.020994
Nfatc3	0.037533	0.020994
Pcyt2	0.037747	0.020994
Laptm5	0.037956	0.020994
Cep19	0.038954	0.020994
Krr1	0.03968	0.020994
Dclk1	0.039895	0.020994
Slc27a4	0.040364	0.020994
Nfs1	0.041781	0.020994
C330006A16Rik	0.043136	0.020994
Galnt5	0.044373	0.020994
Satb1	0.048241	0.020994
Dffb	0.049129	0.020994
Memo1	0.049957	0.020994
Vipas39	0.052365	0.020994
Aspg	0.053604	0.020994
Mrpl27	0.053935	0.020994
Actr5	0.054537	0.020994
Alg13	0.061368	0.020994
Spaca7	0.064175	0.020994
Gm10736	0.064175	0.020994
Gm14508	0.065242	0.020994
Ftx	0.065717	0.020994
Schip1	0.066256	0.020994
H2-Ke6	0.07052	0.020994
Ifng	0.07089	0.020994
Gm13136	0.07089	0.020994
Gm13194	0.072006	0.020994
Gbp5	0.074043	0.020994
Dpcr1	0.074469	0.020994
Nuggc	0.074526	0.020994
Scn1a	0.074526	0.020994
Atp6v1g2	0.07551	0.020994
Gm12568	0.075955	0.020994
Ttc30a1	0.078892	0.020994
Cdk2ap1	0.079597	0.020994
Peli3	0.079829	0.020994
Gm22711	0.079941	0.020994
RP24-116C1.9	0.079941	0.020994
RP23-447L15.2	0.080637	0.020994
Gm5251	0.080795	0.020994
Gm10419	0.081008	0.020994
Myl10	0.081427	0.020994
Gm15344	0.081916	0.020994
Tnfaip8l3	0.082806	0.020994
Gm13986	0.084724	0.020994
Cd247	0.085959	0.020994
Rimbp3	0.086109	0.020994
Hs3st4	0.086812	0.020994
Gm11502	0.087176	0.020994
Kremen2	0.088064	0.020994
Ppp1r32	0.088099	0.020994
Iqub	0.089265	0.020994
Il17b	0.090292	0.020994
Copz2	0.090432	0.020994
Ear2	0.091364	0.020994
Kcnq2	0.091659	0.020994
Krtap3-1	0.091693	0.020994
Bglap3	0.092535	0.020994
Oaz1-ps	0.092881	0.020994
Srcin1	0.095086	0.020994
Hist1h2ad	0.09565	0.020994
Snora16a	0.096758	0.020994
Th	0.097965	0.020994
Arhgap8	0.099322	0.020994
Syce1	0.099948	0.020994
Gm4924	0.100588	0.020994
Zap70	0.101129	0.020994
Prps1l3	0.102581	0.020994
Gm17501	0.104187	0.020994
Zbtb12	0.106916	0.020994
Ms4a4c	0.107407	0.020994
Rmrp	0.109078	0.020994
Tgtp2	0.110794	0.020994
Gm6211	0.113746	0.020994
Zfp940	0.114814	0.020994
Gm9790	0.117631	0.020994
Pfkfb1	0.11973	0.020994
Gm26533	-0.096634	0.020953
RP24-388H6.6	-0.077797	0.020953
Opa1	0.023514	0.020953
Slc17a6	0.082932	0.020953
Atn1	-0.054854	0.020891
RP23-390C13.3	0.074526	0.020891
Gm13251	-0.091326	0.02085
Tmsb15b1	-0.105643	0.020838
RP24-93F24.1	-0.091207	0.020838
RP23-347F2.1	-0.087218	0.020838
Megf10	-0.085939	0.020838
Gm14017	-0.084382	0.020838
Ccdc38	-0.079795	0.020838
Gm11521	-0.071727	0.020838
Cyp1b1	-0.069597	0.020838
Gm25008	-0.069072	0.020838
Gm8885	-0.069072	0.020838
A230083G16Rik	-0.069072	0.020838
Gm5277	-0.069072	0.020838
C330018D20Rik	-0.042895	0.020838
Exosc7	-0.036324	0.020838
Sirt1	-0.034703	0.020838
Ginm1	-0.027514	0.020838
Irak1	0.021503	0.020838
Arid4b	0.022185	0.020838
Dnajb1	0.03037	0.020838
Glipr1	0.038361	0.020838
Chchd1	0.038731	0.020838
Gm28049	0.058703	0.020838
Gpr158	0.064175	0.020838
Plcd4	0.087322	0.020838
Rims3	0.092439	0.020838
Gm9967	-0.071727	0.020832
RP24-239K20.1	0.064175	0.020828
Trim17	0.065242	0.020828
Gripap1	-0.030864	0.020827
Sh3bgrl3	-0.028109	0.020827
Erdr1	-0.116431	0.020819
Ccdc162	-0.10276	0.020819
Gm11560	-0.102572	0.020819
Gm26520	-0.098159	0.020819
Tmem27	-0.093927	0.020819
5830454E08Rik	-0.093855	0.020819
Rab3il1	-0.093591	0.020819
Gm13091	-0.09322	0.020819
Wdfy2	-0.092943	0.020819
Gldc	-0.092872	0.020819
Cbr3	-0.090553	0.020819
Gm28557	-0.089197	0.020819
2010016I18Rik	-0.089186	0.020819
Bmx	-0.088966	0.020819
Psors1c2	-0.088809	0.020819
Tpd52l1	-0.087264	0.020819
Nanos3	-0.087132	0.020819
Fam71e1	-0.085694	0.020819
Sprn	-0.083377	0.020819
Hsf4	-0.083324	0.020819
Lrrn4cl	-0.082727	0.020819
Gm15506	-0.08245	0.020819
Ighg2b	-0.078002	0.020819
Pla2g2c	-0.077914	0.020819
Gm5921	-0.077649	0.020819
Gm15839	-0.077649	0.020819
Disc1	-0.077337	0.020819
Gm17305	-0.07673	0.020819
Gm15816	-0.075357	0.020819
Top1mt	-0.074906	0.020819
Gm12758	-0.073516	0.020819
Rasl11a	-0.072058	0.020819
Gm10146	-0.071976	0.020819
Fbxo16	-0.071741	0.020819
Nhp2l1	-0.071735	0.020819
Mir194-2	-0.071727	0.020819
Dio3	-0.071727	0.020819
RP24-252G15.3	-0.071727	0.020819
RP23-403H2.5	-0.071727	0.020819
RP23-106N22.5	-0.071727	0.020819
Cacng2	-0.070566	0.020819
Gm8731	-0.070566	0.020819
Gm25291	-0.070566	0.020819
D030047H15Rik	-0.070566	0.020819
Gm15979	-0.070566	0.020819
RP24-395F2.1	-0.070566	0.020819
RP23-56A7.4	-0.070566	0.020819
Abo	-0.069072	0.020819
Ecel1	-0.069072	0.020819
Aipl1	-0.069072	0.020819
Gm13623	-0.069072	0.020819
Gm6654	-0.069072	0.020819
RP24-69E21.4	-0.069072	0.020819
Shisa9	-0.069072	0.020819
Mylk2	-0.069072	0.020819
L3mbtl1	-0.069072	0.020819
Gm12618	-0.069072	0.020819
Gm12299	-0.069072	0.020819
Gm15122	-0.069072	0.020819
Gm19224	-0.069072	0.020819
RP24-408G4.3	-0.069072	0.020819
D430019H16Rik	-0.065339	0.020819
Bsn	-0.064436	0.020819
Adra2a	-0.063588	0.020819
Gpatch2l	-0.060548	0.020819
Aar2	-0.059735	0.020819
Ddx60	-0.055455	0.020819
Ap1s3	-0.051278	0.020819
L3mbtl2	-0.050331	0.020819
Gm4468	-0.049709	0.020819
Dach1	-0.046726	0.020819
Tagap1	-0.046214	0.020819
Hdac5	-0.045154	0.020819
Zfp944	-0.044507	0.020819
Nfxl1	-0.040255	0.020819
Insl6	-0.040129	0.020819
Rbl2	-0.038639	0.020819
Ube2n	-0.037078	0.020819
Col18a1	-0.036181	0.020819
Eml1	-0.035739	0.020819
Rtn1	-0.03499	0.020819
Rdh13	-0.034556	0.020819
Scoc	-0.032721	0.020819
H2-Q2	-0.032571	0.020819
Aldh2	-0.031999	0.020819
Polr1d	-0.031698	0.020819
1110038B12Rik	-0.028988	0.020819
Ecd	-0.028938	0.020819
Acadsb	-0.028874	0.020819
2610002M06Rik	-0.028148	0.020819
Ehbp1l1	-0.027179	0.020819
Map7	-0.025153	0.020819
Glod5	-0.023013	0.020819
Pak4	-0.022774	0.020819
Rbbp6	-0.017096	0.020819
Atp8b1	0.017689	0.020819
Nars	0.018799	0.020819
P4hb	0.021887	0.020819
Cacfd1	0.023416	0.020819
Imp4	0.025207	0.020819
Cdc42bpa	0.026008	0.020819
Tmed9	0.026636	0.020819
Egln2	0.027909	0.020819
Myo1c	0.028836	0.020819
Sparc	0.030165	0.020819
Rnf7	0.030422	0.020819
Rcor3	0.032502	0.020819
Comtd1	0.033462	0.020819
Rnf4	0.033851	0.020819
Snrk	0.034784	0.020819
Sh2b3	0.03611	0.020819
Slc25a5	0.044106	0.020819
Rad1	0.045423	0.020819
Cul9	0.053466	0.020819
Setbp1	0.055398	0.020819
Colec12	0.055644	0.020819
Rpl29	0.057604	0.020819
Usb1	0.058101	0.020819
Lhfp	0.058398	0.020819
Gm26822	0.058703	0.020819
Rbp2	0.061436	0.020819
Gm10073	0.06266	0.020819
Tnnt1	0.063739	0.020819
Gm29440	0.064175	0.020819
Tbxas1	0.06547	0.020819
Rps12-ps3	0.065838	0.020819
Gm12268	0.065838	0.020819
Gm15929	0.06835	0.020819
Myh3	0.070409	0.020819
Phf11c	0.070534	0.020819
Gm26772	0.071067	0.020819
Hacl1	0.071331	0.020819
Stim1	0.071585	0.020819
Naga	0.073146	0.020819
B430203G13Rik	0.074113	0.020819
Pcdhb3	0.074526	0.020819
C1rl	0.075268	0.020819
Pyroxd2	0.076486	0.020819
Dos	0.07786	0.020819
Stac	0.081691	0.020819
Zdhhc8	0.081857	0.020819
Zfp869	0.083164	0.020819
Lsmem1	0.084469	0.020819
Gm25630	0.08535	0.020819
Ldlrad4	0.085578	0.020819
Gm14097	0.086338	0.020819
Ccdc65	0.087176	0.020819
Gm26725	0.088357	0.020819
RP24-252G15.5	0.094079	0.020819
Foxd3	0.095557	0.020819
Gm14680	0.096056	0.020819
Gm7854	0.096697	0.020819
Ccl3	0.099306	0.020819
Gpr4	0.101822	0.020819
5031414D18Rik	0.103677	0.020819
Gm4799	0.113458	0.020819
Gm4987	-0.069072	0.020795
Gm20528	-0.073281	0.02075
D8Ertd738e	-0.026716	0.02075
Tle4	0.02485	0.02075
Ndn	0.046569	0.02075
Ppm1l	-0.029393	0.020714
Ache	-0.09268	0.020704
Slit3	-0.084681	0.020704
Gm29453	-0.070566	0.020704
Brd8	-0.019061	0.020704
Hnrnpc	0.021933	0.020704
Upk1b	0.044679	0.020704
Tgds	0.0579	0.020704
Gm6984	0.074865	0.020704
Camkmt	0.089132	0.020704
Tmc1	0.082494	0.020696
Shprh	-0.035575	0.020686
Sv2b	-0.089862	0.020686
1700067K01Rik	-0.074093	0.020686
Gm11652	-0.071727	0.020686
Ido2	-0.069445	0.020686
Apoa5	-0.069072	0.020686
Gm9027	-0.069072	0.020686
Gm15484	-0.069072	0.020686
Gm15226	-0.063426	0.020686
Dock8	-0.053037	0.020686
Prpf40b	-0.051156	0.020686
Ak6	-0.04289	0.020686
Klhl23	-0.031746	0.020686
Axin1	-0.028591	0.020686
Kdm5a	-0.020025	0.020686
Akap9	-0.015271	0.020686
Hat1	0.030755	0.020686
Slc35b4	0.032116	0.020686
Tnfaip8	0.032401	0.020686
Cxcl14	0.033131	0.020686
Commd10	0.03581	0.020686
Col6a2	0.038609	0.020686
Mms22l	0.040622	0.020686
Efemp1	0.047663	0.020686
RP24-271M20.4	0.052922	0.020686
Bcdin3d	0.055548	0.020686
Gm13154	0.064175	0.020686
Ttc27	0.065971	0.020686
Hddc3	0.068317	0.020686
Mgl2	0.070117	0.020686
A730046J19Rik	0.084094	0.020686
Prdm8	0.085847	0.020686
Kif3c	0.09091	0.020686
Agap2	0.09188	0.020686
Foxl1	0.093198	0.020686
Krt222	0.09442	0.020686
Ppp1r35	0.097935	0.020686
1700084E18Rik	0.098475	0.020686
Lax1	0.11905	0.020686
Rgcc	0.041561	0.020683
Gm16437	-0.071727	0.020613
Rbpjl	-0.069072	0.020613
Gm29156	-0.067954	0.020613
Psmb9	-0.056677	0.020613
Tfpi	-0.030807	0.020613
Paqr4	-0.022931	0.020613
H2-Ab1	0.04255	0.020613
Cep41	0.066026	0.020613
Gm28707	0.07482	0.020613
BC051077	0.078395	0.020613
Mrps27	0.042896	0.02057
Esyt3	-0.093139	0.020518
1700001L19Rik	0.072006	0.020518
Ube2t	0.077222	0.020472
Gmppa	-0.03206	0.020404
Slc29a4	-0.086732	0.020323
Rpl31-ps1	-0.082503	0.020323
Gpr149	-0.080142	0.020323
Amhr2	-0.078973	0.020323
Ghrl	-0.073097	0.020323
Gm26674	-0.071727	0.020323
1600015I10Rik	-0.059089	0.020323
Sema4a	-0.046918	0.020323
St7l	-0.028297	0.020323
Cmtm4	0.024271	0.020323
Clp1	0.043251	0.020323
Map2	0.046898	0.020323
Dact1	0.052733	0.020323
Fam217b	0.058423	0.020323
Edn1	0.069265	0.020323
Lrp2bp	0.07482	0.020323
Vdac3-ps1	0.085144	0.020323
Gm15718	0.086881	0.020323
Hes7	0.093422	0.020323
Krt15	0.09932	0.020323
H2-DMb1	-0.050664	0.020296
Mrps33	0.045	0.020289
Gm13822	0.099714	0.020289
Lypla1	-0.020702	0.02027
Twistnb	0.023034	0.02027
Tigd3	0.054754	0.02027
Rab44	0.081427	0.02027
Tcea2	0.08382	0.02027
Smarcd2	-0.021385	0.020258
Caskin2	-0.023987	0.02025
Gnal	-0.083831	0.020227
Lilra5	-0.089871	0.020204
Gm14443	-0.083269	0.020204
Gm14586	-0.075303	0.020204
Syt8	-0.071727	0.020204
1700011I03Rik	-0.069072	0.020204
Phf11d	0.082047	0.020204
Hpca	0.103718	0.020204
Cdh8	-0.073755	0.020187
Gm12459	-0.071727	0.020187
Gm15971	-0.070566	0.020187
Rsph10b	-0.069072	0.020187
Gm24436	-0.069072	0.020187
6820431F20Rik	-0.066279	0.020187
Kif26b	-0.047492	0.020187
Flcn	-0.039203	0.020187
Pdhx	-0.029089	0.020187
Cnst	-0.025404	0.020187
Mif4gd	-0.024358	0.020187
Zranb1	-0.024042	0.020187
Eps8l2	-0.020833	0.020187
Dnmt3a	-0.01977	0.020187
Tkt	0.025896	0.020187
Hook2	0.02599	0.020187
Mesdc2	0.027044	0.020187
Gpsm2	0.030886	0.020187
Tfe3	0.033399	0.020187
Fkbp7	0.041627	0.020187
Uevld	0.046509	0.020187
Siah2	0.048804	0.020187
Tenm4	0.051683	0.020187
Gm10237	0.065251	0.020187
E130208F15Rik	0.07052	0.020187
Dao	0.074864	0.020187
Sphkap	-0.083923	0.020113
Klf12	-0.069072	0.020113
Casq2	-0.04108	0.020113
Rab33b	-0.036752	0.020113
Col3a1	0.025606	0.020113
Wnt4	0.048748	0.020113
Adamtsl3	0.083863	0.020113
Plcd3	0.087892	0.020113
Gm11956	-0.095601	0.020039
Gng7	-0.080627	0.020039
Gm20635	-0.075357	0.020039
Cers3	-0.069072	0.020039
Gm5525	-0.069072	0.020039
Syt13	-0.058647	0.020039
Bex1	-0.0341	0.020039
Pcif1	-0.03197	0.020039
Eri1	-0.023331	0.020039
Yif1a	-0.021664	0.020039
Cltc	-0.019222	0.020039
Hnrnpul1	0.024853	0.020039
Stat1	0.031051	0.020039
Mmaa	0.040702	0.020039
Nup43	0.05516	0.020039
RP23-411M4.2	0.083839	0.020039
Trem1	0.085878	0.020039
Cpne4	0.088496	0.020039
2410089E03Rik	-0.063085	0.020006
Sell	-0.080196	0.019941
AU020206	-0.07673	0.019941
Tcrg-C4	-0.074855	0.019923
RP23-115I1.3	-0.079522	0.019922
