ACCESSION,DESCRIPTION,NORM_INTENSITY_1,NORM_INTENSITY_2,NORM_INTENSITY_3,NORM_INTENSITY_4,NORM_INTENSITY_5,NORM_INTENSITY_6,NORM_INTENSITY_7,NORM_INTENSITY_8,NORM_INTENSITY_9,NORM_INTENSITY_10,NORM_INTENSITY_11,NORM_INTENSITY_12,NORM_INTENSITY_13,NORM_INTENSITY_14,NORM_INTENSITY_15,NORM_INTENSITY_16,NORM_INTENSITY_17
P06909,Complement factor H OS=Mus musculus OX=10090 GN=Cfh PE=1 SV=2 ,3209618,296554338,13317621,278435654,106374905,29849838,54496800,11674883,73039486,4911278,726933,29001397,13446444,5235257,4716441,9203522,5194670
B1ATS5,Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1 ,28046610,35393105,29910171,66223403,57792095,18662397,27453499,27588174,92117676,73238192,3868395,91772850,50441732,15718831,45360785,49269269,73994627
B1ATS4,Calcium-transporting ATPase OS=Mus musculus OX=10090 GN=Atp2a3 PE=1 SV=1 ,28046610,35393105,29910171,66223403,57792095,18662397,27453499,27588174,92117676,73238192,3868395,91772850,50441732,15718831,45360785,49269269,73994627
P10126,Elongation factor 1-alpha 1 OS=Mus musculus OX=10090 GN=Eef1a1 PE=1 SV=3 ,38712683,54125655,131675850,65429335,85746899,71878768,75601080,46601580,54999703,185730236,236382917,346856301,78689468,168714024,93780378,132340111,42201722
A0A0A6YWX2,Immunoglobulin heavy variable 1-49 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-49 PE=4 SV=1 ,356373499,500198498,351095752,161799079,360051127,250692268,582663212,207813760,661811829,199085947,211508028,405053845,87608892,199080192,208211547,122183544,121047306
A0A0A6YX91,Immunoglobulin heavy variable 7-2 (Fragment) OS=Mus musculus OX=10090 GN=Ighv7-2 PE=4 SV=1 ,100601730,100409301,38514071,88791714,184459526,51438182,186664281,70165943,78468708,75859971,63456199,65873885,54906026,68309546,100159154,59927821,82636244
A0A0A6YWX0,Immunoglobulin heavy variable V1-19 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-19 PE=1 SV=1 ,139186267,217526121,159145192,99253363,228449442,155454598,270677638,71176047,268833252,99448371,37100768,181542170,66299410,47833387,108534990,70581826,79657684
D6RH49,40S ribosomal protein S27 OS=Mus musculus OX=10090 GN=Rps27l PE=1 SV=1 ,7998520,8039083,8954015,3816305,17122670,11735455,9259028,18906361,25516513,43101441,435014,16046162,1872189,24821,1917569,4545560,7947876
P58044,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1 ,15909174,3203534,4069088,2303124,4193857,744262,1101439,3494306,1933334,1702041,2809890,2314398,23664966,24425764,6629584,7525307,602769
E9Q0P9,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=1 ",256002617,186859766,347732302,464051215,179533260,615870351,376914565,362610709,237255019,104568296,125657593,223680962,205962939,296335447,125904506,339906765,172623105
D3YTY9,Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1 ,101337001,55080406,84705559,83705350,66748405,71333875,77479858,119855525,67821248,97909778,96782730,77845940,118987962,137398452,244398797,258975402,93005835
D3YTY6,Predicted gene 6096 OS=Mus musculus OX=10090 GN=Gm6096 PE=1 SV=1 ,20929884,75251786,48826427,28489891,78264322,37732895,60836202,26405502,40978613,53697137,23692669,48572708,90117158,12890707,218783079,115677855,64843497
Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Pdhb PE=1 SV=1 ",653620873,1483544415,511854172,780513739,671744482,654547676,674188103,1351846277,627559736,20956685,22235668,736279656,11875123,41973398,23805408,20945822,742690186
Q62234,Myomesin-1 OS=Mus musculus OX=10090 GN=Myom1 PE=1 SV=2 ,11007765,4903144,19344076,9285211,36075701,5416061,10512557,7198732,9878683,20544432,313791,12582959,74841258,6915621,146000921,65801639,23779207
P28063,Proteasome subunit beta type-8 OS=Mus musculus OX=10090 GN=Psmb8 PE=1 SV=2 ,11569703,19256530,17345387,9526505,25902116,23617895,23239276,7812936,19792962,15125634,2249256,10768501,42546338,3008754,45268687,38014547,18289906
Q9JHR7,Insulin-degrading enzyme OS=Mus musculus OX=10090 GN=Ide PE=1 SV=1 ,178969476,216358005,375921227,505521233,597020047,231102537,289150923,367443719,382983253,145776263,170667852,80963248,218082930,154333906,207647102,237338919,151583282
A0A0N4SWE9,"Electron transferring flavoprotein, beta polypeptide-like OS=Mus musculus OX=10090 GN=Etfbl PE=4 SV=1 ",60989257,29156645,44586095,72902028,59559732,78609224,26632381,24099496,39199358,77086238,42684157,105361592,28314014,61097388,55885562,53682489,38171487
Q5PPR2,Exocyst complex component 1 OS=Mus musculus OX=10090 GN=Exoc1 PE=1 SV=1 ,67257892,165089001,32688861,32664294,312501178,115464245,244454912,40988310,414217015,84813841,84507181,52357734,165356683,186552497,179695160,291813655,175582850
Q61147,Ceruloplasmin OS=Mus musculus OX=10090 GN=Cp PE=1 SV=2 ,85336382,68923115,100509507,72871978,68898231,64029828,47618683,70412686,54572236,55829972,663442715,72663452,101311068,146453429,113137697,161410853,93302265
Q8VCC2,Liver carboxylesterase 1 OS=Mus musculus OX=10090 GN=Ces1 PE=1 SV=1 ,370092932,312575240,1018373179,454074078,775041254,725989264,522923640,370081382,348276749,1063855108,193796248,368423296,504900493,251504321,206919150,416078993,421295547
Q8VCC1,15-hydroxyprostaglandin dehydrogenase [NAD(+)] OS=Mus musculus OX=10090 GN=Hpgd PE=1 SV=1 ,1105093,2463063,2671926,1345436,777406,832304,1238786,257171,1271116,949773,363059,1602995,22540,6435237,3806984,3989307,1630622
Q9EPQ7,StAR-related lipid transfer protein 5 OS=Mus musculus OX=10090 GN=Stard5 PE=1 SV=2 ,23274295,12373535,12459013,20487933,10569351,18162916,11210532,9699925,14658027,12910087,19583507,7394799,10113684,85694692,18497079,18759924,7739295
Q61140,Breast cancer anti-estrogen resistance protein 1 OS=Mus musculus OX=10090 GN=Bcar1 PE=1 SV=2 ,30077933,52647013,21284295,22502440,71729250,11898174,19901768,46400463,28635714,36581280,83971535,41500308,36060262,62488091,45428490,64188947,14855852
Q9EPQ2,X-linked retinitis pigmentosa GTPase regulator-interacting protein 1 OS=Mus musculus OX=10090 GN=Rpgrip1 PE=1 SV=1 ,22323051,21580921,8124280,7779516,29728132,16124831,18532205,12673680,9027933,5980338,3978532,35923412,6198712,5228359,9800912,9685372,76171440
P47199,Quinone oxidoreductase OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1 ,33783699,34544498,6271956,21836622,16283916,35918711,19366365,3831758,27254647,23859883,3500468,15220371,29154615,1357761,5674800,38604157,13012522
Q9WUB3,"Glycogen phosphorylase, muscle form OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=3 ",35930748,19406046,25402223,52473227,52779309,128793297,51238309,13216755,21906126,306145656,9299701,141239569,68643934,3043202,25739178,46359217,73865082
P31428,Dipeptidase 1 OS=Mus musculus OX=10090 GN=Dpep1 PE=1 SV=2 ,48865457,40696268,44566296,40752152,102634313,45051553,50907772,34159639,63940012,90778102,1385414646,61064020,704350775,2067905652,1296897925,704918805,74146807
A0A1Y7VMP7,"MCG5531, isoform CRA_b OS=Mus musculus OX=10090 GN=Mlh3 PE=4 SV=1 ",15220486,4755168,10677808,17119683,19563505,21834485,14777222,12998753,12437447,13279672,12304887,13621295,26571409,69027053,37102723,11299427,5940433
E9Q108,"Serine (or cysteine) peptidase inhibitor, clade B, member 6a (Fragment) OS=Mus musculus OX=10090 GN=Serpinb6a PE=1 SV=8 ",256002617,186859766,347732302,464051215,179533260,615870351,376914565,362610709,237255019,104568296,125657593,223680962,205962939,296335447,125904506,339906765,172623105
P02535,"Keratin, type I cytoskeletal 10 OS=Mus musculus OX=10090 GN=Krt10 PE=1 SV=3 ",179624270,136164664,109962092,61075645,102412249,87529589,142786336,1460036593,92407595,101710807,564721905,278415697,130972121,262224886,213830021,133766359,136926237
Q9Z1R9,MCG124046 OS=Mus musculus OX=10090 GN=Prss1 PE=1 SV=1 ,798511566,2411537401,379792604,2034450121,809986138,406935781,711993366,412217282,616303866,964924562,3587735142,4740578499,3953112528,1986555081,2058429887,1855508825,696752301
A2A5J9,Lysosomal protective protein (Fragment) OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=9 ,27249402,29874605,24842206,14745889,18846651,27963211,22529210,34258860,21609962,30484260,18232283,20194715,6606861,53812128,5908830,10989201,23791196
A2A5J8,Carboxypeptidase (Fragment) OS=Mus musculus OX=10090 GN=Ctsa PE=1 SV=1 ,23089020,23362199,22123523,12653053,17957934,22493993,21918311,29018076,19642088,28609262,11191484,19127806,6219335,46744341,5729956,8539609,20883389
A0A0R4J093,UMP-CMP kinase OS=Mus musculus OX=10090 GN=Cmpk1 PE=1 SV=1 ,49545308,31948792,260516609,36648806,63020103,135412075,59007837,170119156,40039791,31224216,26443655,18551277,101130490,103018768,126844421,135747645,100660794
D6RGR1,Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1 ,3467734,4303013,2310681,3952416,4212226,4131110,5200901,9250996,4674709,2705380,35547096,4247846,17663923,15801798,8876632,36666067,4405513
A0A0R4J092,Beta-mannosidase OS=Mus musculus OX=10090 GN=Manba PE=1 SV=1 ,7272157,10030621,7490542,8025000,12520940,8215301,12195283,25860600,12503365,5181979,82735927,6052792,32658976,103612864,24565544,139149523,8691817
Q5PPQ4,Zinc finger protein 658 OS=Mus musculus OX=10090 GN=Zfp658 PE=1 SV=1 ,18289497,14665303,21292684,28221091,47139136,34469481,34018411,13389804,31239379,22365247,1035140,57006027,1955460,2382433,6859679,34181,23992898
Q04447,Creatine kinase B-type OS=Mus musculus OX=10090 GN=Ckb PE=1 SV=1 ,343388275,302646492,277079565,1140061794,744675737,463247367,799154020,487242552,559988565,444727733,125561021,506174294,304166996,192295009,273991348,618068512,416225263
D3Z5X0,"3'(2'),5'-bisphosphate nucleotidase 1 (Fragment) OS=Mus musculus OX=10090 GN=Bpnt1 PE=1 SV=1 ",110791060,33354980,31790220,23889170,33261803,46103723,110979894,34268902,16690696,93533714,61956098,122079034,99995706,130584429,111682295,134548444,73241306
O88990,Alpha-actinin-3 OS=Mus musculus OX=10090 GN=Actn3 PE=2 SV=1 ,112235749,125847421,185276615,86000653,98152336,199321638,105385606,84291076,86107619,125209035,66764897,163763991,744586973,100805043,433714582,605749469,119212299
Q9JHQ0,Annexin A9 OS=Mus musculus OX=10090 GN=Anxa9 PE=2 SV=2 ,52944037,20400518,20483335,43211857,47917536,39403159,25388135,18226516,47944999,42381278,44505014,45445915,78017587,62003721,88630647,97235717,43684988
B1AU25,"Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1 ",86198306,30968271,47234469,44628915,74355457,63411112,108686676,31433327,185563561,54488707,323198001,36079588,709319142,329042792,911115007,560056070,54641093
Q61133,Glutathione S-transferase theta-2 OS=Mus musculus OX=10090 GN=Gstt2 PE=1 SV=4 ,91922265,82187220,62924005,51229309,99556009,50068218,58561335,34846831,51985236,74342650,9658183,87901812,11972602,20382153,36635842,79930533,59724722
Q9DBX3,Sushi domain-containing protein 2 OS=Mus musculus OX=10090 GN=Susd2 PE=1 SV=1 ,442553444,374696046,324673350,349366504,786899283,357438734,536143516,236257817,409270122,257814236,425718877,422168669,670457569,653830097,429346336,268222377,485349067
B1ATQ3,"Malate dehydrogenase, cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=8 ",92377802,78228458,149440468,45483274,24172362,165702874,86682971,56955833,41420550,96987682,139087924,134776849,72526997,190994922,491345298,415031528,80198217
A0A0A6YX78,Carbonic anhydrase 2 (Fragment) OS=Mus musculus OX=10090 GN=Car2 PE=1 SV=1 ,981795452,1065727278,800328914,1040401516,291794241,1288821569,576701724,607178265,412189271,746714956,522435328,643451938,385352318,310741988,448185118,476391361,670750720
A0A2I3BRT4,Epiplakin OS=Mus musculus OX=10090 GN=Eppk1 PE=1 SV=1 ,47168513,49806517,11878029,26019996,35437464,7768796,45790300,38141401,39176203,27237858,72365736,30633815,44043292,106061953,182393907,34634522,31732030
A2BIN1,Major urinary protein 10 OS=Mus musculus OX=10090 GN=Mup10 PE=2 SV=1 ,460988695,149989439,298359689,257436035,238781531,153919793,369633518,159185823,261117874,1236249517,250316737,2780688168,232750013,167570284,335339124,453359492,321365784
A2BIN0,Major urinary protein 11 OS=Mus musculus OX=10090 GN=Mup9 PE=3 SV=1 ,391341693,118203913,235644587,201259168,198331027,130802431,259066943,147712716,241312486,288812003,193576165,142958748,124336358,152052587,246457398,205397528,225278577
A0A0A6YX73,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=1 ,17052744,13841697,12207517,16557317,12805225,9592303,11723423,8353917,9631145,8630668,242941546,10481498,69392210,98098859,380164498,76240618,10319147
O55029,Coatomer subunit beta' OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2 ,307313744,210644044,236323795,309938985,382992981,144241956,363843030,189805473,336175962,200783717,158066405,216193986,1430597526,186704063,559082970,643383110,250552343
A0A140T8V5,Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna-ps2 PE=3 SV=1 ,19090330,47121204,45276709,67395065,32359571,30147142,63735091,15165575,25027215,27943838,43602495,24218525,62089347,7691907,16727581,38722481,49115305
Q9WUA3,"ATP-dependent 6-phosphofructokinase, platelet type OS=Mus musculus OX=10090 GN=Pfkp PE=1 SV=1 ",682019798,637434086,312797357,427655324,706921195,271911889,1313227286,245512529,1430657578,80975821,434669166,136244999,260338297,806998935,216929525,347483300,95323573
Q8R2M0,Transcription elongation factor A N-terminal and central domain-containing protein 2 OS=Mus musculus OX=10090 GN=Tceanc2 PE=2 SV=2 ,40586992,79377832,158790192,95715596,80913264,161877684,105685547,93291022,78251056,78643028,602587,70062259,28164622,11335174,27090381,28263687,40249464
Q9R0H5,"Keratin, type II cytoskeletal 71 OS=Mus musculus OX=10090 GN=Krt71 PE=1 SV=1 ",61089549,69135866,113127646,76558536,96229715,27922331,143565461,407010456,115604580,80077351,32137656,79892563,28205450,30430034,65595822,53245247,71061077
Q8C196,"Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Mus musculus OX=10090 GN=Cps1 PE=1 SV=2 ",29993926,31922277,40984181,14436095,14733982,44207348,20856040,34193962,23341714,26638288,21832946,4292556,14926522,5087677,9089204,26740446,29463626
O55023,Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1 ,145068160,176904947,171851666,196025511,126288014,141076359,136405099,140152669,123350103,181397272,45376518,162121863,76265821,48748176,101119677,125812605,229177288
D3YU89,Citron Rho-interacting kinase OS=Mus musculus OX=10090 GN=Cit PE=1 SV=1 ,10415199,19964060,9926478,17716496,24833617,6200925,12380739,21905641,13899603,8030839,6690417,20300401,39390629,14947964,87510872,15910845,14309387
Q99KK7,Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2 ,342147272,227874608,331139544,387554912,626074865,328715633,446765851,261570794,503970726,151380852,786091051,120716668,123317180,194660143,214156932,211342701,298441597
Q91VZ7,Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Mus musculus OX=10090 GN=Enpp3 PE=1 SV=1 ,45011581,39244696,42574798,37609570,70792556,40644396,64302073,21697748,32208326,26276795,18207204,31259387,49277646,68009098,49863359,62878906,40992776
A0A0R4J085,UDP-N-acetylhexosamine pyrophosphorylase OS=Mus musculus OX=10090 GN=Uap1 PE=1 SV=1 ,28157513,17462030,34001231,18178775,21503837,38226776,97964093,158281270,200913998,31330907,179218175,26393568,207391160,249656332,157905605,260355249,46637524
Q9R0H0,Peroxisomal acyl-coenzyme A oxidase 1 OS=Mus musculus OX=10090 GN=Acox1 PE=1 SV=5 ,875469046,807853883,460993770,846750709,234820819,187813722,168577597,226069030,124082877,672267092,59867920,713521798,154962810,123262816,129165284,157324234,930355900
Q9Z1Q9,Valine--tRNA ligase OS=Mus musculus OX=10090 GN=Vars PE=1 SV=1 ,48613531,46440104,94210518,79119418,60792381,95213932,62566959,49964169,74507008,46239044,16681930,27245365,39983448,36706774,32304748,31926242,52545084
E9PUZ9,PDZ domain-containing RING finger 4 OS=Mus musculus OX=10090 GN=Pdzrn4 PE=1 SV=1 ,387451236,447648725,428749478,23959349,890420336,375907440,1112842277,363912069,995606615,578676746,1145743562,557465816,838174759,765120648,849294534,819715466,515490935
A0A0R4J083,"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadl PE=1 SV=1 ",230804943,210768778,217376936,283070113,435941695,198507970,224613201,115221202,321015838,256735912,169378741,202981254,201472633,181737077,438387734,231079696,188957509
Q99KK2,N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=2 ,21919743,31429589,10682973,39497876,21894831,14143683,42564635,12952288,24651629,29286665,52761912,22870250,98846648,67430858,130775400,86352319,19258919
D6RGQ0,Complement factor H OS=Mus musculus OX=10090 GN=Cfh PE=1 SV=1 ,3209618,296554338,13317621,278435654,106374905,29849838,54496800,11674883,73039486,4911278,726933,29001397,13446444,5235257,4716441,9203522,5194670
P97384,Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2 ,22117259,17263966,7474802,12451048,17280365,12780789,12782608,25510091,4386713,12637822,15492125,40074236,43509391,29602397,21763399,27208633,30609926
Q9Z1Q5,Chloride intracellular channel protein 1 OS=Mus musculus OX=10090 GN=Clic1 PE=1 SV=3 ,96087470,110283715,167040584,122349306,210402059,179506196,87594479,160745852,185476707,70892098,77987595,41873830,92482739,47244877,111590841,122901420,127611886
A2BIM8,Major urinary protein 18 OS=Mus musculus OX=10090 GN=Mup18 PE=3 SV=1 ,406820111,137524129,265379851,220598219,218111648,150816568,270335558,156769981,250075098,367464510,203715775,174566362,138629483,164000899,284715170,248348710,240299190
A0A286YEC4,Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 ,21331169,11347681,23485330,54664893,16112990,34230827,10497508,72660038,28465932,11785656,18591021,7792823,9999855,32994338,114888034,29081409,20766591
P00342,L-lactate dehydrogenase C chain OS=Mus musculus OX=10090 GN=Ldhc PE=1 SV=2 ,346466074,377976238,349525998,268984621,179843501,426328035,253161514,307439793,211347914,289985488,259795364,231730433,229042769,3406228919,1451562378,85686476,244515881
A0A0A6YX66,Immunoglobulin heavy variable V1-20 (Fragment) OS=Mus musculus OX=10090 GN=Ighv1-20 PE=4 SV=1 ,297391869,512963600,416586595,213976941,302082556,201890556,493229027,144178414,563581820,256028298,250999578,390303684,140529986,261139116,200564454,173630073,149084925
Q02257,Junction plakoglobin OS=Mus musculus OX=10090 GN=Jup PE=1 SV=3 ,103756986,221460719,333521477,344312349,176188313,383382251,274417680,176276238,251397323,293212078,306411572,268927346,583966606,509282268,471656047,711304615,209030560
A0A0A6YWU3,Immunoglobulin heavy variable V6-7 (Fragment) OS=Mus musculus OX=10090 GN=Ighv6-7 PE=4 SV=1 ,38397670,30363419,39603092,42762026,53093504,30698267,126043338,32362424,282729983,40592065,36608880,73030714,159774845,24572160,83248777,64244268,28740535
P50544,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadvl PE=1 SV=3 ",367150343,480125937,261239754,531215682,504736063,216483236,594816922,379608980,661018673,661598358,254479371,326337142,413220566,387771437,768068535,648882768,224055959
Q9QUS9,Reg III delta OS=Mus musculus OX=10090 GN=Reg3d PE=1 SV=1 ,601735,538573,1017003,1812599,827386,207043,1424628,161570,617545,695262,1006455,328340,7049475,2545129,43074639,26045966,540941
Q62209,Synaptonemal complex protein 1 OS=Mus musculus OX=10090 GN=Sycp1 PE=1 SV=2 ,17037143,21446372,14272374,41987966,16017290,11769060,9831455,18522391,15500051,31378137,68931189,71286077,48532451,26701566,25324208,19823789,10621808
